strategy,best_thres_schema,best_thres_item_final,best_performance,best_AC,best_RT
bonus_oriented,50,45,32.97556277056277,0.4731060606060606,57.998904307360156
payoff_oriented,25,10,30.15190058479532,0.404312865497076,21.811539912280725
