Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,strategy,thres_schema,thres_item_final,rep
1,12,24,1,2,5.245999999999996,9,22,59,56,104,103,12.87099999999999,3.659999999999997,29.218999999999976,2.500999999999998,20,9,18,8,64,13,135,9,4,0,12,3,5,Hc,0.20110937499999998,0.2815384615384615,0.216437037037037,0.2778888888888888,bonus_oriented,50,50,1
1,13,25,1,9,6.526999999999995,14,41,63,112,114,69,43.980999999999966,0.061,0.6099999999999999,0.244,20,1,3,3,209,1,3,3,4,0,12,3,5,Hc,0.2104354066985646,0.061,0.20333333333333334,0.08133333333333333,bonus_oriented,50,50,1
1,13,26,1,1,6.404999999999995,16,30,57,79,75,53,25.31499999999998,0.183,0.488,8.539999999999994,20,2,1,14,109,2,1,29,3,0,14,3.5,5,Hc,0.23224770642201834,0.0915,0.488,0.29448275862068957,bonus_oriented,50,50,1
1,1,1,0,9,7.380999999999994,15,42,67,70,84,1,37.14899999999997,6.465999999999995,33.793999999999976,7.380999999999994,20,15,18,17,175,27,137,37,4,0,17,4.25,5,Hc,0.21228,0.23948148148148143,0.2466715328467153,0.19948648648648645,bonus_oriented,50,50,2
1,1,2,0,4,5.672999999999996,13,19,15,55,18,23,49.10499999999996,0.061,0.305,0.122,20,1,2,2,185,1,2,2,2,0.5,22,5.5,5,Hc,0.2654324324324324,0.061,0.1525,0.061,bonus_oriented,50,50,2
1,2,3,0,9,12.87099999999999,16,58,66,105,65,95,24.82699999999998,8.356999999999994,9.698999999999993,3.598999999999997,20,16,16,9,106,26,39,13,4,0,13,3.25,5,Hc,0.23421698113207542,0.32142307692307687,0.24869230769230766,0.2768461538461538,bonus_oriented,50,50,2
1,2,4,0,6,8.722999999999994,18,39,3,30,25,9,66.06299999999995,0.061,0.122,0.366,20,1,1,2,267,1,1,2,6,0,22,5.5,5,Hc,0.24742696629213481,0.061,0.122,0.183,bonus_oriented,50,50,2
1,3,5,0,1,11.040999999999991,16,56,75,82,77,34,16.835999999999988,16.835999999999988,4.086999999999997,9.271999999999993,20,18,15,15,82,62,22,41,3,0.5,14,3.5,5,Hc,0.2053170731707317,0.27154838709677415,0.18577272727272726,0.2261463414634146,bonus_oriented,50,50,2
1,3,6,0,7,3.903999999999997,10,17,16,65,18,23,74.23700000000068,0.061,0.122,0.122,20,1,1,1,338,1,1,1,6,0.5,22,5.5,5,Hc,0.2196360946745562,0.061,0.122,0.122,bonus_oriented,50,50,2
1,4,7,0,2,5.184999999999996,11,22,53,57,101,108,33.549999999999976,1.463999999999999,7.258999999999994,11.528999999999991,20,4,13,17,133,4,23,52,4,0,12,3,5,Hc,0.25225563909774434,0.36599999999999994,0.31560869565217387,0.22171153846153843,bonus_oriented,50,50,2
1,4,8,0,5,3.720999999999997,10,15,64,76,83,75,32.939999999999976,7.685999999999994,7.197999999999994,0.244,20,11,15,3,121,23,33,3,5,0.5,13,3.25,5,Hc,0.27223140495867765,0.3341739130434782,0.2181212121212121,0.08133333333333333,bonus_oriented,50,50,2
1,5,9,1,8,10.125999999999992,16,52,112,116,109,86,28.91399999999998,0.7929999999999997,8.173999999999994,20.434999999999985,20,3,16,17,137,3,27,88,2,0.5,9,2.25,5,Hc,0.21105109489051094,0.2643333333333333,0.3027407407407407,0.23221590909090906,bonus_oriented,50,50,2
1,5,10,1,5,9.942999999999993,17,52,45,43,37,47,27.87699999999998,4.6969999999999965,2.561999999999998,2.500999999999998,20,12,9,12,122,20,11,13,5,1,60,5,5,Hc,0.22849999999999998,0.23485,0.2329090909090909,0.19238461538461535,bonus_oriented,50,50,2
1,6,11,1,5,7.807999999999994,16,39,41,48,70,71,17.201999999999988,0.427,29.584999999999976,15.249999999999988,20,2,18,17,78,2,126,56,5,0,18,4.5,5,Hc,0.22053846153846152,0.2135,0.2348015873015873,0.27232142857142855,bonus_oriented,50,50,2
1,6,12,1,3,9.759999999999993,16,49,33,32,26,34,26.900999999999982,5.7949999999999955,11.83399999999999,8.173999999999994,20,15,18,15,123,25,43,27,5,1,60,5,5,Hc,0.2187073170731707,0.23179999999999998,0.2752093023255814,0.3027407407407407,bonus_oriented,50,50,2
1,7,13,1,7,13.05399999999999,16,56,17,105,108,14,15.371999999999987,39.64999999999997,13.35899999999999,4.086999999999997,20,19,18,16,63,149,51,21,6,0,16,4,5,Hc,0.24399999999999997,0.26610738255033556,0.2619411764705882,0.19461904761904758,bonus_oriented,50,50,2
1,7,14,1,8,13.11499999999999,10,50,113,1,3,115,19.397999999999985,25.49799999999998,4.6969999999999965,5.184999999999996,20,17,11,13,79,93,16,17,2,0,16,4,5,Hc,0.24554430379746833,0.27417204301075265,0.29356249999999995,0.30499999999999994,bonus_oriented,50,50,2
1,8,15,1,5,13.907999999999989,18,59,47,46,2,97,25.43699999999998,1.8299999999999987,26.10799999999998,6.709999999999995,20,5,16,14,104,5,118,26,5,0,18,4.5,5,Hc,0.24458653846153844,0.36599999999999994,0.22125423728813556,0.25807692307692304,bonus_oriented,50,50,2
1,8,16,1,1,10.125999999999992,9,31,84,82,83,13,16.835999999999988,3.598999999999997,23.362999999999982,7.258999999999994,20,11,18,15,50,20,90,28,3,0.5,15,3.75,5,Hc,0.33671999999999996,0.17994999999999997,0.25958888888888887,0.25925,bonus_oriented,50,50,2
1,9,17,1,1,7.136999999999994,18,49,48,76,81,97,43.675999999999966,0.061,28.425999999999977,1.1589999999999994,20,1,18,5,207,1,133,5,3,0,13,3.25,5,Hc,0.2109951690821256,0.061,0.21372932330827066,0.2318,bonus_oriented,50,50,2
1,9,18,1,3,9.637999999999993,18,50,34,25,111,119,19.214999999999986,1.7689999999999988,90.402000000003,0.061,20,5,18,1,90,7,394,1,5,0,14,3.5,5,Hc,0.21349999999999997,0.2527142857142857,0.22944670050761418,0.061,bonus_oriented,50,50,2
1,10,19,1,8,12.56599999999999,18,61,114,120,110,67,41.47999999999997,5.245999999999996,8.417999999999994,7.9299999999999935,20,14,16,12,167,26,34,27,2,0.5,10,2.5,5,Hc,0.2483832335329341,0.20176923076923076,0.24758823529411764,0.29370370370370363,bonus_oriented,50,50,2
1,10,20,1,2,3.903999999999997,12,18,108,13,97,20,65.51399999999995,41.41899999999997,0.366,0.061,20,19,3,1,281,158,3,1,4,0,16,4,5,Hc,0.23314590747330957,0.26214556962025315,0.122,0.061,bonus_oriented,50,50,2
1,11,21,1,10,7.8689999999999936,18,39,86,35,96,17,38.61299999999997,32.63499999999998,11.77299999999999,5.977999999999995,20,19,18,14,155,137,54,24,3,0,17,4.25,5,Hc,0.24911612903225802,0.23821167883211677,0.2180185185185185,0.24908333333333332,bonus_oriented,50,50,2
1,11,22,1,5,9.576999999999993,17,46,117,63,120,84,68.44199999999995,15.310999999999988,3.1109999999999975,17.140999999999988,20,19,9,17,267,67,13,77,5,0,11,2.75,5,Hc,0.25633707865168537,0.22852238805970146,0.23930769230769228,0.2226103896103896,bonus_oriented,50,50,2
1,12,23,1,1,4.635999999999997,12,26,72,112,76,109,73.62700000000052,0.061,0.061,1.4029999999999991,20,1,1,6,310,1,1,6,3,0,11,2.75,5,Hc,0.2375064516129032,0.061,0.061,0.2338333333333333,bonus_oriented,50,50,2
1,12,24,1,10,13.907999999999989,19,67,93,85,91,55,22.508999999999983,20.007999999999985,2.3789999999999982,7.197999999999994,20,18,11,13,101,91,13,27,3,0.5,13,3.25,5,Hc,0.22286138613861384,0.21986813186813184,0.183,0.26659259259259255,bonus_oriented,50,50,2
1,13,25,1,9,3.4159999999999973,10,17,2,61,32,27,176.41200000001254,0.061,2.1959999999999984,0.305,20,1,8,3,721,1,10,3,4,0,20,5,5,Hc,0.24467683772538137,0.061,0.2196,0.10166666666666667,bonus_oriented,50,50,2
1,13,26,1,7,6.465999999999995,11,21,19,13,108,53,27.937999999999978,24.52199999999998,0.061,0.122,20,19,1,1,102,94,1,1,6,0,18,4.5,5,Hc,0.27390196078431367,0.26087234042553187,0.061,0.122,bonus_oriented,50,50,2
1,1,1,0,5,7.014999999999994,11,26,39,46,54,47,26.16899999999998,1.646999999999999,0.8539999999999996,10.430999999999992,20,10,4,16,105,12,4,43,5,0.5,19,4.75,5,Hc,0.2492285714285714,0.13724999999999998,0.21349999999999997,0.24258139534883721,bonus_oriented,50,50,3
1,1,2,0,8,10.674999999999992,15,50,116,111,90,36,20.068999999999985,15.981999999999987,7.9299999999999935,2.9889999999999977,20,18,15,10,90,71,26,11,2,0,12,3,5,Hc,0.22298888888888888,0.22509859154929576,0.30499999999999994,0.2717272727272727,bonus_oriented,50,50,3
1,2,3,0,8,8.417999999999994,16,43,113,118,109,110,27.32799999999998,2.0739999999999985,23.54599999999998,9.271999999999993,20,9,17,17,116,11,94,33,2,1,24,2,5,Hc,0.2355862068965517,0.18854545454545454,0.25048936170212766,0.2809696969696969,bonus_oriented,50,50,3
1,2,4,0,10,17.384999999999987,18,76,96,85,52,106,27.38899999999998,25.68099999999998,9.332999999999993,2.9279999999999977,20,19,15,13,116,94,32,15,3,0,12,3,5,Hc,0.23611206896551723,0.2732021276595744,0.29165624999999995,0.19519999999999998,bonus_oriented,50,50,3
1,3,5,0,5,7.197999999999994,17,27,40,39,42,87,21.837999999999983,1.7689999999999988,16.04299999999999,0.6099999999999999,20,9,18,1,87,11,69,1,5,0.5,18,4.5,5,Hc,0.25101149425287356,0.1608181818181818,0.23250724637681155,0.6099999999999999,bonus_oriented,50,50,3
1,3,6,0,3,2.0739999999999985,7,7,3,5,112,61,117.36400000000587,0.061,0.122,0.061,20,1,1,1,499,1,1,1,5,0,18,4.5,5,Hc,0.23519839679358714,0.061,0.122,0.061,bonus_oriented,50,50,3
1,4,7,0,9,10.857999999999992,14,50,70,65,85,93,18.360999999999986,19.275999999999986,2.622999999999998,6.526999999999995,20,19,9,14,85,75,9,25,4,0,14,3.5,5,Hc,0.21601176470588235,0.2570133333333333,0.29144444444444445,0.26108,bonus_oriented,50,50,3
1,4,8,0,2,9.820999999999993,15,55,51,47,113,48,32.32999999999998,32.81799999999998,4.879999999999996,17.384999999999987,20,19,13,17,154,136,18,69,4,0,16,4,5,Hc,0.20993506493506492,0.24130882352941174,0.2711111111111111,0.2519565217391304,bonus_oriented,50,50,3
1,5,9,1,3,3.2939999999999974,10,17,36,89,95,108,26.71799999999998,1.9519999999999986,4.452999999999997,15.920999999999987,20,7,11,17,116,8,14,63,5,0,13,3.25,5,Hc,0.23032758620689653,0.244,0.3180714285714285,0.25271428571428567,bonus_oriented,50,50,3
1,5,10,1,7,2.8669999999999978,10,16,14,24,18,61,34.342999999999975,0.9759999999999995,1.524999999999999,6.099999999999995,20,5,8,15,155,5,9,24,6,0.5,22,5.5,5,Hc,0.22156774193548384,0.19519999999999998,0.16944444444444445,0.25416666666666665,bonus_oriented,50,50,3
1,6,11,1,7,7.197999999999994,14,24,19,13,90,24,13.48099999999999,54.838999999999956,0.366,0.183,20,19,3,2,52,245,3,2,6,0.5,21,5.25,5,Hc,0.25925,0.22383265306122446,0.122,0.0915,bonus_oriented,50,50,3
1,6,12,1,1,3.2329999999999974,9,12,8,104,99,37,148.35200000000933,0.305,0.061,0.061,20,3,1,1,590,3,1,1,3,0,15,3.75,5,Hc,0.25144406779661016,0.10166666666666667,0.061,0.061,bonus_oriented,50,50,3
1,7,13,1,3,13.968999999999989,19,65,29,28,109,22,31.597999999999978,17.384999999999987,12.44399999999999,13.602999999999989,20,17,16,17,149,71,49,59,5,0,18,4.5,5,Hc,0.2120671140939597,0.24485915492957744,0.25395918367346937,0.23055932203389828,bonus_oriented,50,50,3
1,7,14,1,1,8.966999999999993,15,40,3,46,39,11,66.67299999999994,0.061,2.744999999999998,0.366,20,1,12,2,271,1,16,2,3,0,22,5.5,5,Hc,0.24602583025830255,0.061,0.1715625,0.183,bonus_oriented,50,50,3
1,8,15,1,10,4.513999999999997,11,20,17,19,86,118,91.5000000000026,0.061,0.183,0.061,20,1,2,1,399,1,2,1,3,0,17,4.25,5,Hc,0.22932330827067665,0.061,0.0915,0.061,bonus_oriented,50,50,3
1,8,16,1,3,10.674999999999992,16,42,36,27,26,34,26.65699999999998,0.5489999999999999,3.9649999999999967,10.003999999999992,20,3,12,15,115,4,18,41,5,1,60,5,5,Hc,0.23179999999999998,0.13724999999999998,0.22027777777777777,0.24399999999999997,bonus_oriented,50,50,3
1,9,17,1,2,5.672999999999996,12,29,58,89,92,105,34.403999999999975,2.3789999999999982,4.635999999999997,7.9299999999999935,20,7,10,15,157,7,11,25,4,0,12,3,5,Hc,0.21913375796178344,0.33985714285714275,0.42145454545454536,0.3172,bonus_oriented,50,50,3
1,9,18,1,8,8.966999999999993,14,37,65,1,117,70,53.98499999999996,28.425999999999977,1.524999999999999,1.3419999999999992,20,19,5,4,222,110,5,4,2,0,16,4,5,Hc,0.24317567567567566,0.25841818181818177,0.30499999999999994,0.3355,bonus_oriented,50,50,3
1,10,19,1,3,13.17599999999999,20,68,27,25,23,18,26.29099999999998,29.401999999999976,17.994999999999987,10.125999999999992,20,19,18,17,122,128,82,44,5,0,22,5.5,5,Hc,0.2155,0.22970312499999998,0.2194512195121951,0.2301363636363636,bonus_oriented,50,50,3
1,10,20,1,5,8.112999999999994,15,41,42,2,49,43,12.382999999999992,26.04699999999998,0.305,0.122,20,18,1,1,57,110,1,1,5,0,20,5,5,Hc,0.21724561403508771,0.23679090909090905,0.305,0.122,bonus_oriented,50,50,3
1,11,21,1,10,15.737999999999987,20,84,92,118,1,93,30.743999999999975,14.212999999999989,10.308999999999992,4.7579999999999965,20,17,17,14,155,59,38,18,3,0,14,3.5,5,Hc,0.1983483870967742,0.24089830508474572,0.27128947368421047,0.2643333333333333,bonus_oriented,50,50,3
1,11,22,1,7,5.062999999999996,14,27,14,18,22,19,41.90699999999997,1.7079999999999989,3.2329999999999974,2.683999999999998,20,11,9,8,194,12,10,9,6,1,72,6,5,Hc,0.21601546391752577,0.14233333333333334,0.3233,0.29822222222222217,bonus_oriented,50,50,3
1,12,23,1,5,10.857999999999992,15,55,42,48,44,1,17.628999999999987,3.476999999999997,3.9649999999999967,31.170999999999975,20,9,11,17,82,11,18,140,5,0.5,21,5.25,5,Hc,0.21498780487804875,0.31609090909090903,0.22027777777777777,0.22265,bonus_oriented,50,50,3
1,12,24,1,3,3.3549999999999973,6,10,33,26,34,29,8.783999999999994,20.190999999999985,15.554999999999987,5.977999999999995,17,19,18,15,26,100,64,26,5,1,60,5,5,Hc,0.3378461538461538,0.20190999999999998,0.24304687499999997,0.2299230769230769,bonus_oriented,50,50,3
1,13,25,1,5,2.8669999999999978,4,11,45,39,47,48,4.940999999999996,13.907999999999989,3.842999999999997,10.491999999999992,11,17,14,12,18,67,20,34,5,1,60,5,5,Hc,0.27449999999999997,0.20758208955223878,0.19215,0.3085882352941176,bonus_oriented,50,50,3
1,13,26,1,3,5.489999999999996,16,28,10,105,58,31,113.216000000005,0.061,0.061,0.061,20,1,1,1,461,1,1,1,5,0,17,4.25,5,Hc,0.24558785249457699,0.061,0.061,0.061,bonus_oriented,50,50,3
1,1,1,0,5,11.040999999999991,17,51,42,44,47,41,36.78299999999997,1.646999999999999,7.075999999999994,6.8319999999999945,20,3,15,16,157,3,29,37,5,1,60,5,5,Hc,0.23428662420382163,0.5489999999999997,0.24399999999999997,0.18464864864864863,bonus_oriented,50,50,4
1,1,2,0,7,7.990999999999993,15,37,35,50,97,55,80.15400000000089,0.427,0.244,0.6709999999999998,20,3,3,4,345,3,3,4,6,0,15,3.75,5,Hc,0.23233043478260867,0.14233333333333334,0.08133333333333333,0.16775,bonus_oriented,50,50,4
1,2,3,0,5,11.406999999999991,19,70,38,43,41,101,25.55899999999998,5.306999999999996,3.1109999999999975,13.602999999999989,20,13,11,17,115,21,14,46,5,0.5,17,4.25,5,Hc,0.22225217391304344,0.25271428571428567,0.2222142857142857,0.29571739130434777,bonus_oriented,50,50,4
1,2,4,0,3,7.563999999999994,17,34,23,29,49,28,66.06299999999995,0.488,0.8539999999999996,0.5489999999999999,20,4,2,3,275,4,2,3,5,0,20,5,5,Hc,0.2402290909090909,0.122,0.4269999999999999,0.183,bonus_oriented,50,50,4
1,3,5,0,2,3.659999999999997,11,15,7,31,29,52,57.64499999999995,0.488,0.183,0.8539999999999996,20,3,2,6,236,3,2,6,4,0,20,5,5,Hc,0.24425847457627115,0.16266666666666665,0.0915,0.14233333333333334,bonus_oriented,50,50,4
1,3,6,0,10,7.9299999999999935,11,37,24,98,103,96,73.13900000000008,0.061,0.122,0.305,20,1,1,3,309,1,1,3,3,0,13,3.25,5,Hc,0.23669579288025888,0.061,0.122,0.10166666666666667,bonus_oriented,50,50,4
1,4,7,0,5,9.637999999999993,13,56,41,47,37,39,14.21299999999999,13.724999999999989,6.770999999999995,2.3179999999999983,20,17,15,6,74,54,32,8,5,1,60,5,5,Hc,0.19206756756756754,0.25416666666666665,0.21159375,0.28974999999999995,bonus_oriented,50,50,4
1,4,8,0,6,7.319999999999994,13,32,8,3,9,12,20.373999999999985,51.30099999999996,3.537999999999997,2.8669999999999978,20,19,13,11,95,224,14,14,6,1,72,6,5,Hc,0.21446315789473683,0.2290223214285714,0.25271428571428567,0.2047857142857143,bonus_oriented,50,50,4
1,5,9,1,1,3.476999999999997,12,16,83,114,8,54,31.597999999999974,61.85399999999995,11.650999999999991,0.061,20,19,17,1,122,243,49,1,3,0,15,3.75,5,Hc,0.25899999999999995,0.25454320987654316,0.2377755102040816,0.061,bonus_oriented,50,50,4
1,5,10,1,5,14.883999999999988,20,80,48,47,43,45,19.824999999999985,16.22599999999999,2.0129999999999986,0.9759999999999995,20,18,5,5,97,63,5,5,5,1,60,5,5,Hc,0.20438144329896907,0.25755555555555554,0.40259999999999996,0.19519999999999998,bonus_oriented,50,50,4
1,6,11,1,8,14.212999999999989,19,62,109,120,90,32,25.37599999999998,2.3789999999999982,12.99299999999999,4.208999999999997,20,8,17,10,123,11,51,15,2,0,12,3,5,Hc,0.20630894308943087,0.21627272727272726,0.2547647058823529,0.28059999999999996,bonus_oriented,50,50,4
1,6,12,1,5,10.064999999999992,14,49,42,44,43,101,22.325999999999983,10.369999999999992,14.700999999999988,8.417999999999994,20,15,17,14,102,40,61,23,5,0.5,17,4.25,5,Hc,0.21888235294117644,0.25925,0.241,0.36599999999999994,bonus_oriented,50,50,4
1,7,13,1,9,14.029999999999989,17,61,71,70,43,64,42.08999999999997,4.513999999999997,13.35899999999999,0.488,20,15,18,1,213,20,56,1,4,0.5,17,4.25,5,Hc,0.19760563380281687,0.22569999999999996,0.2385535714285714,0.488,bonus_oriented,50,50,4
1,7,14,1,2,11.528999999999991,19,55,52,118,53,28,19.458999999999985,28.120999999999977,3.2939999999999974,2.2569999999999983,20,19,14,8,86,124,15,9,4,0,15,3.75,5,Hc,0.2262674418604651,0.2267822580645161,0.2196,0.2507777777777777,bonus_oriented,50,50,4
1,8,15,1,10,13.663999999999989,16,67,92,111,53,110,27.02299999999998,20.190999999999985,1.7079999999999989,0.9759999999999995,20,19,8,6,119,83,9,6,3,0,11,2.75,5,Hc,0.22708403361344537,0.24326506024096384,0.18977777777777777,0.16266666666666665,bonus_oriented,50,50,4
1,8,16,1,6,12.99299999999999,15,56,4,2,5,98,34.525999999999975,33.061999999999976,0.9149999999999996,1.646999999999999,20,19,5,5,148,138,5,5,6,0.5,20,5,5,Hc,0.23328378378378375,0.23957971014492752,0.183,0.32939999999999997,bonus_oriented,50,50,4
1,9,17,1,9,12.50499999999999,20,71,70,61,71,85,21.166999999999984,11.89499999999999,4.391999999999997,3.2329999999999974,20,17,15,10,107,50,21,17,4,0.5,15,3.75,5,Hc,0.19782242990654206,0.23789999999999997,0.20914285714285713,0.19017647058823528,bonus_oriented,50,50,4
1,9,18,1,1,9.454999999999993,18,47,84,81,44,40,22.813999999999982,14.639999999999988,3.1109999999999975,3.720999999999997,20,18,9,11,110,64,13,14,3,0,16,4,5,Hc,0.2074,0.22874999999999998,0.2393076923076923,0.2657857142857143,bonus_oriented,50,50,4
1,10,19,1,3,9.820999999999993,13,50,8,36,78,105,63.43999999999995,1.8299999999999987,1.2199999999999993,0.305,20,7,5,1,265,9,5,1,5,0,16,4,5,Hc,0.2393962264150943,0.2033333333333333,0.244,0.305,bonus_oriented,50,50,4
1,10,20,1,7,9.942999999999993,15,48,21,24,20,23,21.776999999999983,16.896999999999988,10.735999999999992,12.80999999999999,20,17,16,17,110,57,38,59,6,1,72,6,5,Hc,0.19797272727272727,0.29643859649122806,0.2825263157894736,0.2171186440677966,bonus_oriented,50,50,4
1,11,21,1,9,6.8929999999999945,10,27,61,68,37,72,11.467999999999991,2.0739999999999985,17.201999999999988,6.709999999999995,20,3,16,14,44,4,64,20,4,0.5,17,4.25,5,Hc,0.2606363636363636,0.5184999999999998,0.26878124999999997,0.3354999999999999,bonus_oriented,50,50,4
1,11,22,1,2,5.977999999999995,12,27,25,2,83,60,50.32499999999996,11.528999999999991,0.183,0.305,20,18,1,2,208,52,1,3,4,0,18,4.5,5,Hc,0.24194711538461536,0.22171153846153843,0.183,0.10166666666666667,bonus_oriented,50,50,4
1,12,23,1,5,12.87099999999999,18,63,42,6,49,1,18.360999999999986,35.013999999999974,0.427,0.9149999999999996,20,18,1,4,85,143,1,4,5,0,21,5.25,5,Hc,0.21601176470588235,0.24485314685314682,0.427,0.22875,bonus_oriented,50,50,4
1,12,24,1,1,10.735999999999992,16,55,84,83,74,77,31.048999999999978,5.062999999999996,1.646999999999999,6.282999999999995,20,12,3,15,134,16,3,29,3,1,36,3,5,Hc,0.23170895522388057,0.3164374999999999,0.5489999999999999,0.21665517241379306,bonus_oriented,50,50,4
1,13,25,1,10,10.430999999999992,15,54,88,87,92,93,37.75899999999997,4.391999999999997,1.463999999999999,3.0499999999999976,20,16,4,13,174,20,4,15,3,1,36,3,5,Hc,0.21700574712643678,0.2196,0.3659999999999999,0.20333333333333334,bonus_oriented,50,50,4
1,13,26,1,5,2.744999999999998,7,8,13,14,79,15,87.16900000000231,0.122,0.183,0.122,20,2,2,2,345,2,2,2,5,0.5,21,5.25,5,Hc,0.252663768115942,0.061,0.0915,0.061,bonus_oriented,50,50,4
1,14,27,1,8,8.173999999999994,15,36,120,58,25,26,68.68599999999995,11.284999999999991,31.658999999999974,1.0979999999999994,20,17,18,7,267,52,129,7,2,0,16,4,5,Hc,0.25725093632958795,0.21701923076923074,0.24541860465116275,0.15685714285714286,bonus_oriented,50,50,4
1,14,28,1,4,3.720999999999997,12,23,13,61,84,97,79.97100000000137,0.366,0.061,0.061,20,1,1,1,342,1,1,1,2,0,15,3.75,5,Hc,0.2338333333333333,0.366,0.061,0.061,bonus_oriented,50,50,4
1,1,1,0,3,6.587999999999995,15,30,16,32,79,18,71.61400000000006,0.061,0.061,0.061,20,1,1,1,284,1,1,1,5,0,20,5,5,Hc,0.2521619718309859,0.061,0.061,0.061,bonus_oriented,50,50,5
1,1,2,0,6,12.62699999999999,17,56,12,95,10,7,20.678999999999984,25.07099999999998,1.1589999999999994,2.622999999999998,20,17,5,6,88,101,5,6,6,0.5,21,5.25,5,Hc,0.23498863636363634,0.2482277227722772,0.2318,0.4371666666666666,bonus_oriented,50,50,5
1,2,3,0,9,12.07799999999999,16,52,68,64,89,69,20.800999999999984,7.990999999999993,15.066999999999988,4.635999999999997,20,16,17,12,88,29,55,20,4,0.5,15,3.75,5,Hc,0.23637499999999997,0.275551724137931,0.2739454545454545,0.23179999999999998,bonus_oriented,50,50,5
1,2,4,0,6,9.271999999999993,14,42,11,33,12,4,41.11399999999997,0.366,8.600999999999994,8.295999999999994,20,2,14,16,162,2,34,38,6,0.5,23,5.75,5,Hc,0.2537901234567901,0.183,0.2529705882352941,0.2183157894736842,bonus_oriented,50,50,5
1,3,5,0,7,9.820999999999993,15,49,24,19,18,14,26.290999999999983,1.8299999999999987,8.356999999999994,36.47799999999997,20,6,18,17,118,7,28,150,6,1,72,6,5,Hc,0.2228050847457627,0.2614285714285714,0.2984642857142857,0.24318666666666663,bonus_oriented,50,50,5
1,3,6,0,8,10.918999999999992,16,61,109,92,51,120,14.822999999999988,15.859999999999987,29.096999999999976,9.820999999999993,20,17,17,17,75,67,130,41,2,0,11,2.75,5,Hc,0.19763999999999998,0.2367164179104477,0.2238230769230769,0.23953658536585362,bonus_oriented,50,50,5
1,4,7,0,5,8.295999999999994,13,38,42,90,59,50,12.992999999999991,28.242999999999977,4.6969999999999965,3.537999999999997,20,18,13,8,57,102,18,12,5,0,16,4,5,Hc,0.22794736842105262,0.27689215686274504,0.2609444444444444,0.2948333333333333,bonus_oriented,50,50,5
1,4,8,0,3,14.578999999999988,18,73,34,27,32,75,25.49799999999998,10.003999999999992,13.54199999999999,25.55899999999998,20,16,17,17,117,36,64,113,5,0.5,18,4.5,5,Hc,0.2179316239316239,0.27788888888888885,0.21159375,0.22618584070796457,bonus_oriented,50,50,5
1,5,9,1,1,10.247999999999992,17,60,83,80,76,77,30.62199999999998,5.123999999999996,7.258999999999994,3.659999999999997,20,13,14,9,135,26,36,16,3,1,36,3,5,Hc,0.22682962962962963,0.19707692307692307,0.2016388888888889,0.22874999999999998,bonus_oriented,50,50,5
1,5,10,1,3,11.345999999999991,15,52,31,30,36,88,20.861999999999984,18.787999999999986,8.539999999999994,0.427,20,18,15,3,94,83,34,3,5,0.5,18,4.5,5,Hc,0.22193617021276593,0.22636144578313253,0.2511764705882353,0.14233333333333334,bonus_oriented,50,50,5
1,6,11,1,2,7.136999999999994,17,41,30,8,79,99,64.90399999999995,181.96300000001358,67.1000000000003,48.79999999999996,20,19,18,15,254,733,309,196,4,0,16,4,5,Hc,0.2555275590551181,0.24824420190995905,0.21715210355987052,0.24897959183673465,bonus_oriented,50,50,5
1,6,12,1,5,8.783999999999994,10,32,45,40,42,94,27.57199999999998,3.1109999999999975,15.127999999999988,5.245999999999996,20,7,16,15,120,8,67,22,5,0.5,18,4.5,5,Hc,0.22976666666666665,0.38887499999999986,0.2257910447761194,0.23845454545454545,bonus_oriented,50,50,5
1,7,13,1,5,11.406999999999991,16,47,39,38,43,41,31.963999999999977,1.1589999999999994,1.646999999999999,13.968999999999989,20,4,7,17,131,5,7,64,5,1,60,5,5,Hc,0.24399999999999997,0.23179999999999998,0.23528571428571426,0.218265625,bonus_oriented,50,50,5
1,7,14,1,2,16.469999999999988,19,70,59,56,105,58,39.40599999999997,1.2199999999999993,7.8689999999999936,1.7079999999999989,20,4,14,5,178,4,33,5,4,0.5,14,3.5,5,Hc,0.22138202247191008,0.305,0.23845454545454545,0.34159999999999996,bonus_oriented,50,50,5
1,8,15,1,9,9.759999999999993,12,44,64,61,19,43,20.373999999999985,3.903999999999997,45.383999999999965,10.735999999999992,20,12,18,15,93,18,195,36,4,0,19,4.75,5,Hc,0.21907526881720427,0.21688888888888888,0.2327384615384615,0.29822222222222217,bonus_oriented,50,50,5
1,8,16,1,10,9.942999999999993,18,49,95,88,92,93,20.983999999999984,14.700999999999988,6.709999999999995,0.6099999999999999,20,18,11,3,95,59,24,3,3,1,36,3,5,Hc,0.22088421052631577,0.24916949152542367,0.2795833333333333,0.20333333333333334,bonus_oriented,50,50,5
1,9,17,1,7,3.537999999999997,11,18,16,23,18,17,35.440999999999974,0.244,1.524999999999999,4.269999999999997,20,2,6,12,147,2,6,21,6,1,72,6,5,Hc,0.24109523809523808,0.122,0.25416666666666665,0.20333333333333334,bonus_oriented,50,50,5
