Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,strategy,thres_schema,thres_item_final,rep
1,2,4,0,5,9.942999999999993,16,48,42,46,39,57,30.68299999999998,3.781999999999997,1.0369999999999995,1.2199999999999993,20,11,5,4,139,18,5,4,5,0.5,34,4.75,5,Lc,0.2207410071942446,0.2101111111111111,0.2074,0.3049999999999999,bonus_oriented,50,40,10
1,3,5,0,6,12.13899999999999,17,62,8,6,5,2,23.301999999999982,12.38299999999999,14.761999999999988,27.02299999999998,20,18,18,17,112,44,66,121,6,1,72,6,5,Lc,0.20805357142857142,0.28143181818181817,0.22366666666666665,0.22333057851239665,bonus_oriented,50,40,10
1,3,6,0,8,7.8689999999999936,16,43,115,119,117,27,22.874999999999982,0.7929999999999997,6.099999999999995,5.123999999999996,20,5,11,13,111,5,20,20,2,0.5,17,2.75,5,Lc,0.20608108108108106,0.1586,0.30499999999999994,0.2562,bonus_oriented,50,40,10
1,4,7,0,7,16.957999999999988,16,82,15,101,14,16,25.253999999999984,26.65699999999998,12.93199999999999,2.439999999999998,20,19,18,10,111,121,56,10,6,0.5,38,5,5,Lc,0.2275135135135135,0.22030578512396692,0.2309285714285714,0.24399999999999997,bonus_oriented,50,40,10
1,4,8,0,1,3.1109999999999975,8,14,2,84,58,73,26.83999999999998,0.061,4.6969999999999965,0.244,20,1,11,2,118,1,16,2,3,0,16,4,5,Lc,0.22745762711864406,0.061,0.29356249999999995,0.122,bonus_oriented,50,40,10
1,5,9,1,8,6.526999999999995,15,28,114,117,1,80,41.41899999999997,1.3419999999999992,11.83399999999999,0.6099999999999999,20,6,17,4,169,7,44,5,2,0,13,3.25,5,Lc,0.24508284023668636,0.19171428571428567,0.26895454545454545,0.122,bonus_oriented,50,40,10
1,5,10,1,10,11.467999999999991,18,45,91,93,85,20,20.495999999999984,4.208999999999997,8.356999999999994,4.940999999999996,20,12,14,16,86,21,35,31,3,0.5,24,3.75,5,Lc,0.23832558139534882,0.20042857142857143,0.23877142857142855,0.15938709677419355,bonus_oriented,50,40,10
1,6,11,1,1,11.89499999999999,19,64,80,82,52,77,27.571999999999978,2.9889999999999977,13.17599999999999,1.3419999999999992,20,12,18,6,130,16,63,6,3,0.5,22,3.25,5,Lc,0.2120923076923077,0.1868125,0.20914285714285713,0.22366666666666665,bonus_oriented,50,40,10
1,6,12,1,5,12.07799999999999,16,61,46,47,15,37,17.262999999999987,20.678999999999984,0.8539999999999996,0.061,20,18,2,1,80,85,2,1,5,0.5,36,5.25,5,Lc,0.21578749999999997,0.24328235294117645,0.427,0.061,bonus_oriented,50,40,10
1,7,13,1,5,15.127999999999988,19,72,37,39,43,76,21.837999999999983,11.589999999999991,2.2569999999999983,19.946999999999985,20,17,7,17,94,45,10,82,5,0.5,33,4.5,5,Lc,0.2323191489361702,0.25755555555555554,0.22569999999999998,0.24325609756097558,bonus_oriented,50,40,10
1,7,14,1,8,11.162999999999991,14,52,110,114,22,19,13.602999999999989,17.445999999999987,5.489999999999996,5.611999999999996,20,18,13,12,60,72,30,20,2,0,16,4,5,Lc,0.22671666666666665,0.24230555555555552,0.18299999999999997,0.28059999999999996,bonus_oriented,50,40,10
1,8,15,1,3,14.090999999999989,14,47,36,33,25,17,24.21699999999998,4.208999999999997,2.1349999999999985,22.447999999999983,20,10,6,17,101,11,6,79,5,0.5,36,5.25,5,Lc,0.23977227722772274,0.38263636363636355,0.3558333333333332,0.2841518987341772,bonus_oriented,50,40,10
1,8,16,1,9,11.89499999999999,17,65,61,68,67,65,13.785999999999989,16.896999999999988,2.683999999999998,2.500999999999998,20,19,8,9,75,79,10,10,4,1,48,4,5,Lc,0.18381333333333333,0.21388607594936707,0.26839999999999997,0.2501,bonus_oriented,50,40,10
1,9,17,1,10,7.075999999999994,16,37,96,91,86,87,12.99299999999999,14.700999999999988,8.051999999999994,3.4159999999999973,20,19,15,13,55,73,33,16,3,1,36,3,5,Lc,0.23623636363636363,0.2013835616438356,0.24399999999999997,0.2135,bonus_oriented,50,40,10
1,9,18,1,9,7.502999999999994,13,38,63,71,67,77,25.80299999999998,2.500999999999998,3.2329999999999974,5.062999999999996,20,10,12,13,121,10,13,24,4,0.5,27,3.75,5,Lc,0.2132479338842975,0.2501,0.24869230769230768,0.21095833333333333,bonus_oriented,50,40,10
1,10,19,1,10,10.430999999999992,18,59,86,95,93,89,21.410999999999984,1.4029999999999991,2.439999999999998,11.589999999999991,20,6,8,16,99,8,10,37,3,1,36,3,5,Lc,0.21627272727272726,0.175375,0.244,0.3132432432432432,bonus_oriented,50,40,10
1,10,20,1,3,9.759999999999993,13,53,25,80,76,83,10.979999999999992,33.244999999999976,3.3549999999999973,0.6099999999999999,17,19,11,3,57,136,13,3,5,0.5,23,3.5,5,Lc,0.1926315789473684,0.24444852941176468,0.2580769230769231,0.20333333333333334,bonus_oriented,50,40,10
1,11,21,1,10,13.663999999999989,11,55,96,92,87,27,21.105999999999984,9.515999999999993,14.639999999999988,17.323999999999987,20,17,17,17,94,45,68,74,3,0.5,23,3.5,5,Lc,0.224531914893617,0.21146666666666664,0.2152941176470588,0.2341081081081081,bonus_oriented,50,40,10
1,11,22,1,2,7.990999999999993,14,37,58,57,49,44,19.641999999999985,1.8909999999999987,25.19299999999998,33.122999999999976,20,6,17,17,77,6,109,120,4,0.5,29,4.25,5,Lc,0.25509090909090903,0.31516666666666665,0.23112844036697244,0.27602499999999996,bonus_oriented,50,40,10
1,12,23,1,9,8.905999999999993,15,43,65,61,67,71,22.203999999999983,2.0739999999999985,0.6709999999999998,4.208999999999997,20,7,4,10,89,8,4,20,4,1,48,4,5,Lc,0.2494831460674157,0.25925,0.16775,0.21045,bonus_oriented,50,40,10
1,12,24,1,7,9.393999999999993,14,51,19,13,17,21,26.839999999999982,8.600999999999994,0.6099999999999999,0.244,20,17,6,2,116,38,6,2,6,1,72,6,5,Lc,0.23137931034482756,0.22634210526315787,0.10166666666666667,0.122,bonus_oriented,50,40,10
1,13,25,1,6,7.136999999999994,13,30,4,3,77,73,8.173999999999994,20.983999999999984,0.183,4.818999999999996,20,19,1,14,38,92,1,19,6,0,18,4.5,5,Lc,0.21510526315789472,0.2280869565217391,0.183,0.25363157894736843,bonus_oriented,50,40,10
1,13,26,1,7,12.93199999999999,19,70,13,18,16,17,22.630999999999982,0.122,19.092999999999986,1.585999999999999,20,2,18,5,109,2,82,5,6,1,72,6,5,Lc,0.20762385321100918,0.061,0.23284146341463413,0.3172,bonus_oriented,50,40,10
1,14,27,1,3,10.979999999999992,13,49,33,29,31,49,18.299999999999986,18.421999999999986,8.173999999999994,3.720999999999997,20,18,16,10,72,88,28,15,5,0.5,34,4.75,5,Lc,0.25416666666666665,0.20934090909090908,0.29192857142857137,0.24806666666666663,bonus_oriented,50,40,10
1,14,28,1,7,4.7579999999999965,12,18,18,20,44,85,25.37599999999998,0.427,19.336999999999986,2.683999999999998,20,2,18,9,80,2,79,10,6,0,20,5,5,Lc,0.3171999999999999,0.2135,0.24477215189873416,0.2683999999999999,bonus_oriented,50,40,10
1,15,29,1,8,14.700999999999988,8,56,117,112,96,94,24.52199999999998,3.476999999999997,2.500999999999998,0.7929999999999997,20,11,7,1,92,19,9,1,2,0,10,2.5,5,Lc,0.26654347826086955,0.183,0.27788888888888885,0.7929999999999997,bonus_oriented,50,40,10
1,15,30,1,3,9.332999999999993,13,45,36,26,83,78,14.09099999999999,16.713999999999988,22.020999999999983,10.796999999999992,20,17,18,14,67,65,94,31,5,0,16,4,5,Lc,0.21031343283582088,0.25713846153846154,0.2342659574468085,0.34829032258064513,bonus_oriented,50,40,10
1,1,1,0,1,13.29799999999999,18,62,82,81,24,28,19.397999999999985,16.713999999999988,1.2809999999999993,2.8669999999999978,20,18,4,11,83,85,4,14,3,0,17,4.25,5,Hc,0.23371084337349396,0.19663529411764705,0.32025,0.2047857142857143,bonus_oriented,50,40,1
1,1,2,0,9,13.724999999999989,20,71,67,105,65,70,21.410999999999984,8.844999999999994,3.476999999999997,10.430999999999992,20,17,9,17,99,41,13,50,4,0.5,14,3.5,5,Hc,0.21627272727272726,0.21573170731707314,0.2674615384615384,0.20861999999999997,bonus_oriented,50,40,1
1,2,3,0,2,7.502999999999994,15,42,73,77,9,109,53.80199999999996,7.075999999999994,10.308999999999992,0.6709999999999998,20,18,17,4,236,31,35,4,4,0,14,3.5,5,Hc,0.22797457627118642,0.228258064516129,0.2945428571428571,0.16775,bonus_oriented,50,40,1
1,2,4,0,9,11.95599999999999,15,52,91,18,15,28,32.939999999999976,35.989999999999974,2.9279999999999977,0.061,20,19,6,1,148,138,8,1,4,0,20,5,5,Hc,0.22256756756756754,0.2607971014492753,0.3659999999999998,0.061,bonus_oriented,50,40,1
1,3,5,0,5,9.698999999999993,17,48,38,85,43,86,21.166999999999984,11.589999999999991,3.1719999999999975,0.488,20,18,12,3,101,44,14,3,5,0,16,4,5,Hc,0.20957425742574257,0.26340909090909087,0.22657142857142856,0.16266666666666665,bonus_oriented,50,40,1
1,3,6,0,6,18.970999999999986,17,80,3,2,4,108,32.02499999999998,15.310999999999988,1.2199999999999993,1.463999999999999,20,18,4,7,134,76,4,8,6,0.5,20,5,5,Hc,0.2389925373134328,0.20146052631578945,0.305,0.183,bonus_oriented,50,40,1
1,4,7,0,5,12.19999999999999,19,64,45,3,117,8,19.458999999999985,11.77299999999999,4.269999999999997,3.903999999999997,20,18,10,13,98,47,16,21,5,0,19,4.75,5,Hc,0.1985612244897959,0.25048936170212766,0.266875,0.18590476190476188,bonus_oriented,50,40,1
1,4,8,0,2,12.56599999999999,20,64,106,55,57,26,30.25599999999998,1.2199999999999993,1.2199999999999993,16.591999999999988,20,5,3,17,126,5,4,82,4,0,15,3.75,5,Hc,0.24012698412698408,0.24399999999999997,0.3049999999999999,0.20234146341463413,bonus_oriented,50,40,1
1,5,9,1,5,11.528999999999991,17,53,48,47,4,107,18.421999999999986,10.125999999999992,10.613999999999992,7.075999999999994,20,18,16,13,89,54,51,32,5,0,18,4.5,5,Hc,0.2069887640449438,0.1875185185185185,0.20811764705882352,0.221125,bonus_oriented,50,40,1
1,5,10,1,1,12.93199999999999,17,59,73,84,78,112,18.787999999999986,15.615999999999987,4.452999999999997,3.3549999999999973,20,18,12,10,83,63,21,14,3,0.5,11,2.75,5,Hc,0.2263614457831325,0.24787301587301583,0.21204761904761904,0.23964285714285713,bonus_oriented,50,40,1
1,6,11,1,5,10.735999999999992,17,59,44,45,42,37,14.090999999999989,10.308999999999992,12.32199999999999,4.513999999999997,20,15,17,10,75,37,50,16,5,1,60,5,5,Hc,0.18788,0.2786216216216216,0.24643999999999996,0.28212499999999996,bonus_oriented,50,40,1
1,6,12,1,3,10.613999999999992,13,54,36,60,29,18,29.15799999999998,13.41999999999999,1.9519999999999986,4.391999999999997,20,16,10,14,130,53,11,20,5,0,20,5,5,Hc,0.22429230769230768,0.2532075471698113,0.17745454545454545,0.2196,bonus_oriented,50,40,1
1,7,13,1,5,15.554999999999987,17,59,42,98,12,46,28.303999999999977,23.97299999999998,15.005999999999988,5.855999999999995,20,19,18,16,117,90,73,29,5,0,18,4.5,5,Hc,0.24191452991452989,0.26636666666666664,0.20556164383561643,0.20193103448275862,bonus_oriented,50,40,1
1,7,14,1,7,2.9279999999999977,7,13,13,32,21,31,28.425999999999977,0.488,2.744999999999998,8.722999999999994,20,3,12,14,119,4,14,32,6,0,22,5.5,5,Hc,0.2388739495798319,0.122,0.19607142857142856,0.27259374999999997,bonus_oriented,50,40,1
1,8,15,1,8,12.38299999999999,17,50,119,120,110,109,35.745999999999974,2.3789999999999982,0.061,10.064999999999992,20,8,1,17,144,11,1,46,2,1,24,2,5,Hc,0.24823611111111107,0.21627272727272726,0.061,0.21880434782608693,bonus_oriented,50,40,1
1,8,16,1,1,7.258999999999994,19,34,3,5,9,104,56.363999999999955,16.22599999999999,13.54199999999999,0.061,20,18,18,1,234,65,60,1,3,0.5,20,5,5,Hc,0.24087179487179483,0.24963076923076918,0.22569999999999998,0.061,bonus_oriented,50,40,1
1,9,17,1,5,15.859999999999987,15,70,43,40,12,45,23.301999999999982,4.818999999999996,45.871999999999964,11.589999999999991,20,13,18,17,95,25,204,47,5,0.5,21,5.25,5,Hc,0.24528421052631574,0.19276,0.2248627450980392,0.24659574468085102,bonus_oriented,50,40,1
1,9,18,1,3,8.295999999999994,11,41,27,30,92,33,11.162999999999991,22.386999999999983,2.2569999999999983,3.0499999999999976,20,18,8,13,50,102,8,17,5,0.5,18,4.5,5,Hc,0.22326,0.2194803921568627,0.28212499999999996,0.17941176470588233,bonus_oriented,50,40,1
1,10,19,1,6,7.380999999999994,14,34,12,11,4,8,18.909999999999986,24.64399999999998,13.785999999999989,4.574999999999997,20,19,17,14,75,97,55,18,6,1,72,6,5,Hc,0.2521333333333333,0.2540618556701031,0.2506545454545454,0.25416666666666665,bonus_oriented,50,40,1
1,10,20,1,1,7.807999999999994,13,33,83,78,67,119,13.785999999999989,7.014999999999994,12.44399999999999,2.1349999999999985,20,16,18,6,66,27,56,10,3,0,12,3,5,Hc,0.20887878787878789,0.2598148148148148,0.2222142857142857,0.2135,bonus_oriented,50,40,1
1,11,21,1,2,13.907999999999989,17,48,49,55,87,42,18.665999999999986,14.639999999999988,10.064999999999992,2.0129999999999986,20,18,17,10,65,59,47,11,4,0,16,4,5,Hc,0.28716923076923073,0.24813559322033896,0.21414893617021274,0.183,bonus_oriented,50,40,1
1,11,22,1,1,14.700999999999988,19,68,83,81,80,78,23.362999999999982,1.7079999999999989,1.3419999999999992,29.462999999999976,20,7,7,17,105,11,9,122,3,1,36,3,5,Hc,0.22250476190476187,0.15527272727272726,0.1491111111111111,0.24149999999999996,bonus_oriented,50,40,1
1,12,23,1,7,10.003999999999992,17,56,23,16,14,20,10.735999999999992,7.807999999999994,10.186999999999992,0.9759999999999995,19,14,18,6,59,30,45,8,6,1,72,6,5,Hc,0.18196610169491526,0.26026666666666665,0.22637777777777776,0.122,bonus_oriented,50,40,1
1,12,24,1,6,12.80999999999999,15,63,2,10,12,47,33.671999999999976,1.3419999999999992,4.635999999999997,14.639999999999988,20,4,15,17,157,4,24,58,6,0.5,23,5.75,5,Hc,0.2144713375796178,0.33549999999999996,0.19316666666666665,0.25241379310344825,bonus_oriented,50,40,1
1,13,25,1,6,13.663999999999989,14,62,1,3,11,9,33.305999999999976,0.427,11.345999999999991,2.9279999999999977,20,3,18,7,140,3,45,11,6,1,72,6,5,Hc,0.23789999999999997,0.14233333333333334,0.25213333333333326,0.2661818181818182,bonus_oriented,50,40,1
1,13,26,1,7,11.71199999999999,15,55,23,18,15,13,23.60699999999998,4.940999999999996,6.526999999999995,2.1349999999999985,20,15,14,8,112,27,29,10,6,1,72,6,5,Hc,0.2107767857142857,0.183,0.22506896551724137,0.2135,bonus_oriented,50,40,1
1,14,27,1,7,12.93199999999999,17,65,22,19,17,45,21.105999999999984,3.9649999999999967,12.93199999999999,14.700999999999988,20,12,17,17,101,21,54,60,6,0.5,23,5.75,5,Hc,0.20897029702970296,0.1888095238095238,0.23948148148148146,0.24501666666666663,bonus_oriented,50,40,1
1,14,28,1,3,5.916999999999995,14,30,27,30,34,101,17.201999999999988,8.234999999999994,20.434999999999985,3.1719999999999975,20,16,17,12,80,40,87,20,5,0.5,17,4.25,5,Hc,0.215025,0.20587499999999997,0.23488505747126434,0.1586,bonus_oriented,50,40,1
1,15,29,1,2,6.709999999999995,11,31,54,53,52,51,9.454999999999993,3.9649999999999967,14.212999999999989,6.038999999999995,20,10,17,15,43,18,60,23,4,1,48,4,5,Hc,0.21988372093023253,0.22027777777777777,0.2368833333333333,0.26256521739130434,bonus_oriented,50,40,1
1,15,30,1,6,3.476999999999997,12,21,1,3,8,110,26.47399999999998,0.183,3.598999999999997,20.251999999999985,20,2,12,17,105,2,12,85,6,0.5,20,5,5,Hc,0.2521333333333333,0.0915,0.29991666666666666,0.23825882352941175,bonus_oriented,50,40,1
1,1,1,0,9,7.380999999999994,15,42,67,70,1,4,24.70499999999998,11.223999999999991,22.569999999999983,0.366,20,16,18,2,125,48,91,3,4,0,20,5,5,Hc,0.19763999999999998,0.2338333333333333,0.24802197802197798,0.122,bonus_oriented,50,40,2
1,1,2,0,5,11.101999999999991,16,43,41,40,92,103,18.177999999999987,3.4159999999999973,10.918999999999992,3.781999999999997,20,12,16,14,70,18,38,16,5,0,15,3.75,5,Hc,0.25968571428571424,0.18977777777777777,0.28734210526315784,0.23637499999999997,bonus_oriented,50,40,2
1,2,3,0,3,11.77299999999999,15,49,34,3,35,94,23.91199999999998,9.881999999999993,2.3789999999999982,1.646999999999999,20,16,5,6,92,42,5,6,5,0,19,4.75,5,Hc,0.25991304347826083,0.23528571428571426,0.47579999999999983,0.27449999999999997,bonus_oriented,50,40,2
1,2,4,0,5,16.713999999999988,19,78,43,37,15,22,34.281999999999975,5.855999999999995,23.179999999999982,4.452999999999997,20,13,18,14,140,23,93,18,5,0,22,5.5,5,Hc,0.24487142857142852,0.25460869565217387,0.24924731182795695,0.24738888888888885,bonus_oriented,50,40,2
1,3,5,0,1,11.345999999999991,16,46,76,34,15,59,13.785999999999989,14.822999999999988,15.249999999999988,5.916999999999995,20,18,18,17,54,59,69,29,3,0,18,4.5,5,Hc,0.25529629629629624,0.2512372881355932,0.22101449275362317,0.20403448275862068,bonus_oriented,50,40,2
1,3,6,0,5,13.602999999999989,19,76,42,44,85,45,29.279999999999976,7.807999999999994,1.2199999999999993,3.0499999999999976,20,16,8,12,133,34,8,18,5,0.5,18,4.5,5,Hc,0.22015037593984962,0.22964705882352937,0.1525,0.16944444444444443,bonus_oriented,50,40,2
1,4,7,0,3,9.149999999999993,16,46,5,12,11,10,68.01499999999994,3.1719999999999975,12.80999999999999,25.31499999999998,20,13,18,17,310,15,59,98,5,1,72,6,5,Hc,0.21940322580645158,0.21146666666666666,0.2171186440677966,0.2583163265306122,bonus_oriented,50,40,2
1,4,8,0,9,15.127999999999988,15,61,64,62,17,87,21.471999999999984,12.07799999999999,9.515999999999993,1.2199999999999993,20,18,15,4,94,39,33,4,4,0,17,4.25,5,Hc,0.2284255319148936,0.30969230769230766,0.2883636363636363,0.305,bonus_oriented,50,40,2
1,5,9,1,5,11.162999999999991,16,54,48,42,37,10,23.301999999999982,0.6709999999999998,2.1349999999999985,14.090999999999989,20,5,9,16,101,6,11,63,5,0.5,21,5.25,5,Hc,0.2307128712871287,0.11183333333333333,0.1940909090909091,0.22366666666666665,bonus_oriented,50,40,2
1,5,10,1,10,9.088999999999993,17,50,86,99,93,96,74.48100000000011,0.305,0.7319999999999998,0.366,20,2,5,2,311,2,5,2,3,0.5,11,2.75,5,Hc,0.23948874598070738,0.1525,0.1464,0.183,bonus_oriented,50,40,2
1,6,11,1,1,3.903999999999997,8,21,76,81,99,98,20.251999999999985,2.0129999999999986,41.41899999999997,11.223999999999991,20,11,17,16,85,11,170,43,3,0,10,2.5,5,Hc,0.23825882352941175,0.183,0.2436411764705882,0.2610232558139534,bonus_oriented,50,40,2
1,6,12,1,5,6.8319999999999945,18,39,41,93,87,48,40.74799999999997,1.463999999999999,0.305,0.7319999999999998,20,3,2,4,171,3,3,4,5,0,16,4,5,Hc,0.23829239766081867,0.4879999999999998,0.10166666666666667,0.183,bonus_oriented,50,40,2
1,7,13,1,6,12.32199999999999,18,53,7,4,43,9,16.40899999999999,37.27099999999997,1.0369999999999995,1.463999999999999,20,19,6,4,68,140,6,4,6,0.5,23,5.75,5,Hc,0.24130882352941174,0.26622142857142855,0.17283333333333334,0.3659999999999999,bonus_oriented,50,40,2
1,7,14,1,9,6.282999999999995,14,31,63,119,13,72,22.935999999999982,81.61800000000198,4.208999999999997,0.061,20,18,16,1,93,292,23,1,4,0,16,4,5,Hc,0.24662365591397845,0.279513698630137,0.183,0.061,bonus_oriented,50,40,2
1,8,15,1,9,11.71199999999999,16,56,65,70,96,95,21.593999999999983,0.7319999999999998,6.099999999999995,7.8689999999999936,20,4,11,11,95,5,22,24,4,0,14,3.5,5,Hc,0.2273052631578947,0.1464,0.2772727272727272,0.32787499999999997,bonus_oriented,50,40,2
1,8,16,1,5,15.005999999999988,18,67,41,8,9,45,20.312999999999985,20.068999999999985,6.282999999999995,7.990999999999993,20,19,17,15,85,75,35,29,5,0,22,5.5,5,Hc,0.23897647058823526,0.26758666666666664,0.1795142857142857,0.275551724137931,bonus_oriented,50,40,2
1,9,17,1,7,6.770999999999995,15,39,18,60,21,13,26.10799999999998,0.7929999999999997,8.234999999999994,1.2199999999999993,20,4,15,6,126,4,34,6,6,0.5,22,5.5,5,Hc,0.2072063492063492,0.19824999999999998,0.24220588235294113,0.20333333333333334,bonus_oriented,50,40,2
1,9,18,1,8,7.9299999999999935,17,42,112,111,109,96,17.140999999999988,9.515999999999993,0.488,1.2199999999999993,20,15,4,3,91,42,4,3,2,0.5,9,2.25,5,Hc,0.18836263736263736,0.22657142857142853,0.122,0.40666666666666657,bonus_oriented,50,40,2
1,10,19,1,4,12.32199999999999,14,54,104,79,100,106,18.848999999999986,10.735999999999992,6.8319999999999945,2.805999999999998,20,17,15,12,82,47,31,18,2,0.5,9,2.25,5,Hc,0.22986585365853657,0.22842553191489362,0.22038709677419352,0.15588888888888888,bonus_oriented,50,40,2
1,10,20,1,7,7.319999999999994,17,40,14,20,56,55,34.037999999999975,3.1109999999999975,4.269999999999997,0.488,20,10,13,6,144,15,22,6,6,0,20,5,5,Hc,0.23637499999999997,0.20739999999999997,0.19409090909090906,0.08133333333333333,bonus_oriented,50,40,2
1,11,21,1,3,11.467999999999991,16,56,26,33,28,49,23.91199999999998,4.330999999999997,2.2569999999999983,5.367999999999996,20,11,12,12,104,15,13,20,5,0.5,19,4.75,5,Hc,0.2299230769230769,0.2887333333333333,0.17361538461538462,0.26839999999999997,bonus_oriented,50,40,2
1,11,22,1,8,5.123999999999996,13,24,109,115,111,45,14.33499999999999,5.7949999999999955,5.001999999999996,8.478999999999994,20,12,13,14,55,18,21,40,2,0.5,11,2.75,5,Hc,0.2606363636363636,0.32194444444444437,0.23819047619047617,0.211975,bonus_oriented,50,40,2
1,12,23,1,1,8.478999999999994,19,39,79,75,82,56,13.358999999999991,4.330999999999997,5.428999999999996,10.735999999999992,20,13,14,17,58,16,20,44,3,0.5,13,3.25,5,Hc,0.23032758620689653,0.2706874999999999,0.27144999999999997,0.24399999999999997,bonus_oriented,50,40,2
1,12,24,1,9,4.147999999999997,13,21,2,96,12,65,86.92500000000211,0.366,0.061,0.122,20,2,1,2,360,2,1,2,4,0,19,4.75,5,Hc,0.2414583333333333,0.183,0.061,0.061,bonus_oriented,50,40,2
1,13,25,1,8,8.966999999999993,18,42,113,120,114,109,13.297999999999991,1.8299999999999987,9.210999999999993,13.602999999999989,20,7,16,15,53,7,39,60,2,1,24,2,5,Hc,0.2509056603773585,0.2614285714285714,0.23617948717948717,0.22671666666666665,bonus_oriented,50,40,2
1,13,26,1,3,8.722999999999994,15,47,28,34,33,49,11.528999999999991,11.589999999999991,9.881999999999993,13.11499999999999,20,16,18,17,56,51,43,61,5,0.5,19,4.75,5,Hc,0.20587499999999997,0.2272549019607843,0.22981395348837208,0.21499999999999997,bonus_oriented,50,40,2
1,14,27,1,7,8.600999999999994,14,42,20,19,15,60,14.63999999999999,0.244,48.37299999999996,0.6709999999999998,20,2,17,3,67,2,174,3,6,0.5,22,5.5,5,Hc,0.21850746268656715,0.122,0.2780057471264367,0.22366666666666665,bonus_oriented,50,40,2
1,14,28,1,6,11.95599999999999,20,59,5,116,118,1,46.725999999999964,11.284999999999991,1.9519999999999986,4.940999999999996,20,18,9,10,208,49,9,16,6,0,16,4,5,Hc,0.22464423076923076,0.23030612244897958,0.21688888888888883,0.30881249999999993,bonus_oriented,50,40,2
1,1,1,0,5,7.014999999999994,11,26,39,46,54,108,18.970999999999986,1.0369999999999995,2.0739999999999985,9.332999999999993,20,7,8,16,64,7,9,45,5,0,16,4,6,Hc,0.29642187499999995,0.14814285714285713,0.23044444444444442,0.20739999999999997,bonus_oriented,50,40,3
1,1,2,0,9,11.589999999999991,15,63,69,65,62,71,21.654999999999983,4.635999999999997,6.282999999999995,1.2809999999999993,20,12,14,6,103,20,27,6,4,1,48,4,6,Hc,0.21024271844660192,0.23179999999999998,0.2327037037037037,0.21349999999999997,bonus_oriented,50,40,3
1,2,3,0,5,8.600999999999994,17,48,42,43,44,103,18.909999999999986,7.685999999999994,4.208999999999997,8.478999999999994,20,16,12,14,84,34,19,32,5,0.5,17,4.25,6,Hc,0.2251190476190476,0.22605882352941173,0.22152631578947368,0.26496875,bonus_oriented,50,40,3
1,2,4,0,8,12.87099999999999,17,64,117,113,109,32,25.92499999999998,1.585999999999999,1.4029999999999991,5.367999999999996,20,8,3,14,113,9,4,22,2,0.5,11,2.75,6,Hc,0.22942477876106193,0.17622222222222222,0.35075,0.24399999999999997,bonus_oriented,50,40,3
1,3,5,0,9,11.284999999999991,18,50,65,61,37,19,18.360999999999986,12.19999999999999,21.044999999999984,12.62699999999999,20,18,18,17,82,49,75,48,4,0,19,4.75,6,Hc,0.22391463414634144,0.24897959183673465,0.28059999999999996,0.2630625,bonus_oriented,50,40,3
1,3,6,0,3,8.905999999999993,11,36,34,25,100,35,13.66399999999999,5.855999999999995,27.449999999999978,4.391999999999997,20,13,18,13,52,21,117,20,5,0.5,17,4.25,6,Hc,0.26276923076923075,0.27885714285714286,0.2346153846153846,0.2196,bonus_oriented,50,40,3
1,4,7,0,5,11.71199999999999,17,60,47,38,40,104,26.59599999999998,11.95599999999999,1.8299999999999987,3.0499999999999976,20,18,4,9,132,54,5,9,5,0.5,17,4.25,6,Hc,0.20148484848484846,0.22140740740740739,0.366,0.33888888888888885,bonus_oriented,50,40,3
1,4,8,0,9,13.23699999999999,19,63,69,72,64,5,21.593999999999983,8.173999999999994,8.234999999999994,15.066999999999988,20,16,18,17,97,40,41,56,4,0.5,18,4.5,6,Hc,0.22261855670103092,0.20434999999999998,0.20085365853658535,0.2690535714285714,bonus_oriented,50,40,3
1,5,9,0,9,9.088999999999993,16,40,68,70,63,67,25.558999999999983,1.463999999999999,7.380999999999994,0.183,20,5,15,2,113,6,35,2,4,1,48,4,6,Hc,0.22618584070796457,0.244,0.2108857142857143,0.0915,bonus_oriented,50,40,3
1,5,10,0,10,5.672999999999996,11,23,7,46,93,37,66.00199999999995,0.6709999999999998,0.9759999999999995,0.061,20,3,5,1,272,3,5,1,3,0,19,4.75,6,Hc,0.24265441176470587,0.22366666666666665,0.19519999999999998,0.061,bonus_oriented,50,40,3
1,6,11,1,3,11.223999999999991,17,46,31,26,25,33,19.397999999999985,5.7949999999999955,14.395999999999988,18.787999999999986,20,15,16,17,80,30,60,69,5,1,60,5,6,Hc,0.24247499999999997,0.19316666666666665,0.2399333333333333,0.2722898550724637,bonus_oriented,50,40,3
1,6,12,1,9,5.184999999999996,13,30,70,103,107,108,15.859999999999989,33.671999999999976,6.343999999999995,7.075999999999994,20,19,15,17,74,134,26,38,4,0.5,10,2.5,6,Hc,0.2143243243243243,0.2512835820895522,0.24399999999999997,0.18621052631578947,bonus_oriented,50,40,3
1,7,13,1,6,9.271999999999993,18,44,9,5,6,11,22.813999999999982,6.8929999999999945,22.935999999999982,0.183,20,15,18,1,97,27,97,1,6,1,72,6,6,Hc,0.23519587628865976,0.25529629629629624,0.23645360824742265,0.183,bonus_oriented,50,40,3
