strategy,n_combos,mean_AC,mean_RT,mean_performance,se_AC,se_RT,se_performance
bonus_oriented,9,0.41797179672179674,56.95933993525033,31.104258704258704,0.012625983867126008,1.6338976843867918,0.4906699177766185
payoff_oriented,9,0.31613540591675265,22.1505995469031,26.66222986660551,0.016388064297537128,0.7082745368083251,0.6447098168469155
