Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,param_w,param_Phi,param_thres_item_final,param_thres_schema,param_theta_shift,rep
1,1,1,0,8,13.41999999999999,18,64,119,115,28,111,13.846999999999989,0.305,3.1109999999999975,1.463999999999999,20,2,10,6,66,2,14,6,2,0.5,17,2.75,6,Lc,0.2098030303030303,0.1525,0.2222142857142857,0.244,0.5,20,10,30,3,1
1,1,2,0,6,19.031999999999986,20,87,7,1,9,12,21.532999999999983,6.770999999999995,1.2199999999999993,0.305,20,13,6,2,96,21,6,2,6,1,72,6,6,Lc,0.22430208333333332,0.3224285714285714,0.2033333333333333,0.1525,0.5,20,10,30,3,1
1,2,3,0,2,15.310999999999988,19,61,58,23,15,50,17.750999999999987,3.598999999999997,2.8669999999999978,1.463999999999999,20,13,10,7,71,20,12,7,4,0,20,5,6,Lc,0.2500140845070422,0.17995,0.23891666666666664,0.20914285714285713,0.5,20,10,30,3,1
1,2,4,0,6,5.245999999999996,12,26,4,1,5,30,7.136999999999995,3.2329999999999974,5.306999999999996,0.7319999999999998,18,9,13,4,32,10,22,4,6,0.5,41,5.75,6,Lc,0.22303125,0.3233,0.24122727272727268,0.183,0.5,20,10,30,3,1
1,3,5,0,9,12.74899999999999,16,67,68,63,43,38,13.846999999999989,3.476999999999997,0.488,4.269999999999997,18,8,3,13,69,8,3,21,4,0,18,4.5,6,Lc,0.20068115942028983,0.4346249999999999,0.16266666666666665,0.2033333333333333,0.5,20,10,30,3,1
1,3,6,0,7,15.310999999999988,13,60,19,14,24,22,17.933999999999987,0.7319999999999998,0.244,1.646999999999999,20,3,1,10,71,5,1,11,6,1,72,6,6,Lc,0.2525915492957746,0.1464,0.244,0.14972727272727274,0.5,20,10,30,3,1
1,4,7,0,7,5.489999999999996,14,28,15,16,23,20,10.613999999999992,1.585999999999999,0.366,9.881999999999993,20,7,4,15,48,8,4,37,6,1,72,6,6,Lc,0.221125,0.19824999999999998,0.0915,0.26708108108108103,0.5,20,10,30,3,1
1,4,8,0,3,13.41999999999999,11,51,31,49,36,88,14.944999999999988,4.086999999999997,0.061,1.8909999999999987,17,13,1,6,58,17,1,7,5,0,17,4.25,6,Lc,0.2576724137931034,0.24041176470588235,0.061,0.27014285714285713,0.5,20,10,30,3,1
1,5,9,0,9,17.384999999999987,18,91,62,66,67,104,18.055999999999987,2.0739999999999985,1.3419999999999992,0.488,20,8,6,2,97,9,7,2,4,0.5,26,3.5,6,Lc,0.1861443298969072,0.23044444444444442,0.1917142857142857,0.244,0.5,20,10,30,3,1
1,5,10,0,5,12.38299999999999,14,73,40,6,56,60,14.029999999999989,31.353999999999974,9.698999999999993,0.122,19,19,16,1,80,136,48,1,5,0,19,4.75,6,Lc,0.175375,0.2305441176470588,0.20206249999999998,0.122,0.5,20,10,30,3,1
