Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,param_w,param_Phi,param_thres_item_final,param_thres_schema,param_theta_shift,rep
1,7,14,1,8,2.805999999999998,9,14,118,115,58,50,5.001999999999996,4.879999999999996,0.244,1.524999999999999,16,15,1,3,24,26,1,3,2,0,12,3,6,Lc,0.20841666666666667,0.18769230769230769,0.244,0.5083333333333333,0.5,20,15,10,3,2
1,8,15,1,9,0.9759999999999995,4,5,62,68,108,70,7.746999999999995,3.1719999999999975,3.659999999999997,1.8909999999999987,20,10,10,8,36,13,17,8,4,0.5,26,3.5,6,Lc,0.21519444444444444,0.24399999999999997,0.21529411764705883,0.23637499999999997,0.5,20,15,10,3,2
1,8,16,1,5,2.3789999999999982,6,8,13,114,112,51,73.62700000000079,0.061,0.061,0.061,20,1,1,1,325,1,1,1,5,0,14,3.5,6,Lc,0.22654461538461537,0.061,0.061,0.061,0.5,20,15,10,3,2
1,9,17,1,1,1.8909999999999987,10,11,84,57,80,53,6.587999999999996,3.1719999999999975,1.585999999999999,4.452999999999997,20,7,8,10,29,8,8,18,3,0,14,3.5,6,Lc,0.22717241379310343,0.39649999999999996,0.19824999999999998,0.24738888888888888,0.5,20,15,10,3,2
1,9,18,1,10,3.0499999999999976,9,16,89,90,101,86,6.160999999999995,7.685999999999994,3.0499999999999976,3.2939999999999974,18,18,15,11,28,42,20,16,3,0.5,20,2.75,6,Lc,0.22003571428571425,0.183,0.1525,0.205875,0.5,20,15,10,3,2
1,10,19,1,6,4.818999999999996,13,26,43,10,11,8,12.01699999999999,0.488,6.465999999999995,0.6709999999999998,20,1,15,3,75,1,34,3,6,0.5,41,5.75,6,Lc,0.16022666666666666,0.488,0.19017647058823528,0.22366666666666665,0.5,20,15,10,3,2
1,10,20,1,10,0.9149999999999996,2,2,13,116,49,27,86.55900000000246,0.244,0.061,0.122,20,2,1,2,339,2,1,2,3,0,17,4.25,6,Lc,0.2553362831858407,0.122,0.061,0.061,0.5,20,15,10,3,2
1,11,21,1,10,4.147999999999997,12,22,103,93,105,15,8.905999999999993,5.7339999999999955,4.6969999999999965,3.4159999999999973,20,14,16,9,35,19,24,13,3,0,13,3.25,6,Lc,0.2544571428571428,0.3017894736842105,0.19570833333333332,0.26276923076923075,0.5,20,15,10,3,2
1,11,22,1,8,2.0129999999999986,9,9,115,75,59,48,3.5379999999999976,8.234999999999994,0.366,0.244,14,16,2,2,17,39,2,2,2,0,14,3.5,6,Lc,0.20811764705882352,0.21115384615384614,0.183,0.122,0.5,20,15,10,3,2
1,12,23,1,9,1.1589999999999994,4,5,103,104,78,62,5.062999999999996,6.343999999999995,1.0369999999999995,0.305,16,14,2,3,24,23,3,3,4,0,11,2.75,6,Lc,0.21095833333333333,0.27582608695652167,0.3456666666666666,0.10166666666666667,0.5,20,15,10,3,2
1,12,24,1,10,3.598999999999997,12,21,95,115,110,118,9.149999999999993,9.942999999999993,0.5489999999999999,3.2329999999999974,20,16,3,12,48,38,3,19,3,0.5,15,2.25,6,Lc,0.190625,0.2616578947368421,0.183,0.1701578947368421,0.5,20,15,10,3,2
1,13,25,1,10,1.7079999999999989,6,6,3,67,61,85,65.33099999999995,0.061,0.061,0.244,20,1,1,2,260,1,1,2,3,0,17,4.25,6,Lc,0.2512730769230769,0.061,0.061,0.122,0.5,20,15,10,3,2
1,13,26,1,1,2.0739999999999985,7,8,14,77,98,106,135.603000000008,0.061,0.122,0.061,20,1,2,1,551,1,2,1,3,0,13,3.25,6,Lc,0.24610344827586203,0.061,0.061,0.061,0.5,20,15,10,3,2
1,14,27,1,3,4.574999999999997,15,26,25,71,33,83,6.587999999999996,5.611999999999996,0.5489999999999999,1.2199999999999993,20,13,3,3,34,23,3,3,5,0,17,4.25,6,Lc,0.19376470588235292,0.24399999999999997,0.183,0.4066666666666666,0.5,20,15,10,3,2
1,14,28,1,5,2.1959999999999984,9,10,39,15,14,48,5.062999999999996,7.990999999999993,1.0979999999999994,2.439999999999998,16,14,2,10,17,34,3,12,5,0,22,5.5,6,Lc,0.29782352941176465,0.23502941176470588,0.36599999999999994,0.2033333333333333,0.5,20,15,10,3,2
1,15,29,1,2,0.7319999999999998,3,5,17,19,18,77,35.562999999999974,0.061,0.061,0.244,20,1,1,2,141,1,1,2,4,0.5,39,5.25,6,Lc,0.2522198581560283,0.061,0.061,0.122,0.5,20,15,10,3,2
1,15,30,1,9,1.9519999999999986,6,11,106,68,31,98,9.393999999999993,2.3789999999999982,4.940999999999996,1.0369999999999995,20,10,13,3,42,13,18,4,4,0,13,3.25,6,Lc,0.22366666666666665,0.183,0.27449999999999997,0.25925,0.5,20,15,10,3,2
1,16,31,1,8,1.4029999999999991,9,12,119,117,80,110,11.467999999999991,1.585999999999999,2.1959999999999984,0.244,20,9,6,2,60,13,9,2,2,0.5,15,2.25,6,Lc,0.19113333333333332,0.122,0.24399999999999997,0.122,0.5,20,15,10,3,2
1,16,32,1,6,2.2569999999999983,5,7,30,8,5,34,3.8429999999999973,2.3789999999999982,7.9299999999999935,0.122,8,9,17,1,12,12,41,1,6,0,22,5.5,6,Lc,0.32025,0.19824999999999998,0.19341463414634144,0.122,0.5,20,15,10,3,2
1,17,33,1,10,2.1349999999999985,12,13,96,86,67,62,6.404999999999996,3.3549999999999973,0.5489999999999999,1.7689999999999988,20,11,1,7,31,14,1,9,3,0,14,3.5,6,Lc,0.20661290322580644,0.23964285714285713,0.5489999999999999,0.1965555555555555,0.5,20,15,10,3,2
1,17,34,1,6,1.7689999999999988,7,9,3,82,120,10,4.7579999999999965,4.452999999999997,1.0369999999999995,2.805999999999998,16,13,4,7,23,22,4,8,6,0,17,4.25,6,Lc,0.2068695652173913,0.2024090909090909,0.25925,0.35074999999999995,0.5,20,15,10,3,2
1,1,1,0,6,2.9279999999999977,12,18,9,6,85,68,11.77299999999999,2.0129999999999986,5.855999999999995,3.476999999999997,20,4,14,11,55,7,25,16,6,0,19,4.75,7,Lc,0.21405454545454544,0.2875714285714286,0.23423999999999998,0.2173125,0.5,20,15,10,3,3
1,1,2,0,2,3.9649999999999967,13,14,73,35,56,82,11.162999999999991,3.781999999999997,2.3789999999999982,1.7079999999999989,20,7,7,8,44,9,9,13,4,0,15,3.75,7,Lc,0.2537045454545454,0.4202222222222221,0.2643333333333333,0.13138461538461538,0.5,20,15,10,3,3
1,2,3,0,6,3.1109999999999975,5,12,7,85,58,10,13.724999999999989,0.9759999999999995,3.9649999999999967,2.8669999999999978,20,5,12,10,49,5,16,10,6,0,19,4.75,7,Lc,0.2801020408163265,0.19519999999999998,0.2478125,0.2867,0.5,20,15,10,3,3
1,2,4,0,5,2.439999999999998,10,12,44,42,64,80,10.613999999999992,2.3789999999999982,2.500999999999998,1.0369999999999995,20,9,9,6,52,10,10,6,5,0,17,4.25,7,Lc,0.20411538461538462,0.23789999999999997,0.25009999999999993,0.17283333333333334,0.5,20,15,10,3,3
1,3,5,0,6,2.0129999999999986,10,12,60,9,53,93,10.247999999999992,3.1109999999999975,1.1589999999999994,1.646999999999999,20,9,7,8,49,11,7,10,6,0,17,4.25,7,Lc,0.20914285714285713,0.2828181818181818,0.16557142857142856,0.1647,0.5,20,15,10,3,3
1,3,6,0,4,2.439999999999998,7,8,20,17,99,24,18.299999999999986,1.0979999999999994,0.6099999999999999,0.9149999999999996,20,3,4,2,89,3,4,3,2,0.5,38,5,7,Lc,0.20561797752808986,0.366,0.1525,0.30499999999999994,0.5,20,15,10,3,3
