model,metric,Lc,Hc,DoD_Hc_minus_Lc
original,AC (bonus - payoff),0.05380952380952383,0.05380952380952383,0
original,Performance (bonus - payoff),0.6823382173382174,1.3134188034188048,0.6310805860805874
original,RT (bonus - payoff),35.22892519536036,35.22892519536036,0
adapted,AC (bonus - payoff),0.0024374355005160166,0.05380952380952383,0.05137208830900781
adapted,Performance (bonus - payoff),-0.7312435500515999,1.3134188034188048,2.0446623534704047
adapted,RT (bonus - payoff),28.44790574742634,35.22892519536036,6.781019447934021
