model,strategy,risk,n,perf_mean,perf_se,AC_mean,AC_se,RT_mean,RT_se
original,bonus_oriented,Lc,50,30.65868498168498,0.5726124807662668,0.4139230769230769,0.01307683171614557,56.15261489011016,0.6289956840780618
original,bonus_oriented,Hc,50,25.666333333333334,0.6257491484291346,0.4139230769230769,0.01307683171614557,56.15261489011016,0.6289956840780618
original,payoff_oriented,Lc,50,29.203404110767114,0.5725661720815696,0.37342941606467145,0.013212357157322684,23.645227346018302,0.6850866159584055
original,payoff_oriented,Hc,50,23.10168919848641,0.5167726224400724,0.37342941606467145,0.013212357157322684,23.645227346018302,0.6850866159584055
adapted,bonus_oriented,Lc,50,32.034971361971365,0.7645269744277128,0.43787728937728937,0.01599330923854056,53.56092432334366,1.061788684036139
adapted,bonus_oriented,Hc,50,25.666333333333334,0.6257491484291346,0.4139230769230769,0.01307683171614557,56.15261489011016,0.6289956840780618
adapted,payoff_oriented,Lc,50,30.238992088063295,0.5011060601348479,0.3897488820089439,0.01199820095840629,22.78224684554526,0.4440299609903863
adapted,payoff_oriented,Hc,50,23.10168919848641,0.5167726224400724,0.37342941606467145,0.013212357157322684,23.645227346018302,0.6850866159584055
