Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,strategy,combo_id,thres_schema,thres_item_final,model,risk,run,attempt
1,6,11,1,8,8.539999999999994,18,42,111,115,117,118,19.214999999999986,2.3789999999999982,10.674999999999992,15.737999999999987,20,6,16,17,88,8,38,64,2,1,24,2,6,Lc,0.2183522727272727,0.29737499999999994,0.2809210526315789,0.24590624999999997,bonus_oriented,1,50,45,original,Lc,45,1
1,6,12,1,7,9.271999999999993,11,37,23,13,28,36,17.750999999999987,2.805999999999998,28.913999999999977,4.330999999999997,20,10,18,12,66,13,125,18,6,0,22,5.5,6,Lc,0.26895454545454545,0.21584615384615383,0.23131199999999996,0.2406111111111111,bonus_oriented,1,50,45,original,Lc,45,1
1,7,13,1,7,16.22599999999999,16,70,21,73,16,107,24.521999999999984,19.702999999999985,4.513999999999997,4.7579999999999965,20,19,13,14,109,92,20,20,6,0,17,4.25,6,Lc,0.22497247706422016,0.21416304347826084,0.22569999999999998,0.23789999999999997,bonus_oriented,1,50,45,original,Lc,45,1
1,7,14,1,8,8.173999999999994,17,54,118,120,87,112,37.63699999999997,0.7929999999999997,19.336999999999986,0.9149999999999996,20,5,17,2,174,5,78,2,2,0.5,15,2.25,6,Lc,0.2163045977011494,0.1586,0.24791025641025638,0.4574999999999998,bonus_oriented,1,50,45,original,Lc,45,1
1,8,15,1,6,7.563999999999994,18,47,4,2,5,11,22.203999999999983,7.563999999999994,0.061,1.7079999999999989,20,16,1,6,112,38,1,7,6,1,72,6,6,Lc,0.19824999999999998,0.19905263157894734,0.061,0.244,bonus_oriented,1,50,45,original,Lc,45,1
1,8,16,1,9,12.26099999999999,19,66,67,72,61,65,28.97499999999998,3.4159999999999973,8.661999999999994,1.463999999999999,20,11,15,6,125,14,33,7,4,1,48,4,6,Lc,0.23179999999999998,0.24399999999999997,0.2624848484848485,0.20914285714285713,bonus_oriented,1,50,45,original,Lc,45,1
1,9,17,1,3,8.417999999999994,14,44,31,30,35,29,18.360999999999986,8.295999999999994,7.197999999999994,1.1589999999999994,20,17,15,2,86,33,30,2,5,1,60,5,6,Lc,0.2135,0.2513939393939394,0.2399333333333333,0.5794999999999999,bonus_oriented,1,50,45,original,Lc,45,1
1,9,18,1,8,10.857999999999992,8,50,120,112,116,117,12.19999999999999,19.092999999999986,4.818999999999996,0.6099999999999999,14,18,12,1,57,85,21,2,2,1,24,2,6,Lc,0.21403508771929824,0.2246235294117647,0.22947619047619047,0.305,bonus_oriented,1,50,45,original,Lc,45,1
1,10,19,1,3,6.953999999999994,11,31,29,25,26,118,13.54199999999999,2.561999999999998,17.262999999999987,4.574999999999997,20,7,18,10,59,11,62,17,5,0.5,32,4.25,6,Lc,0.22952542372881354,0.2329090909090909,0.27843548387096767,0.2691176470588235,bonus_oriented,1,50,45,original,Lc,45,1
1,10,20,1,5,7.8689999999999936,13,42,43,38,46,74,12.74899999999999,7.685999999999994,5.7949999999999955,18.177999999999987,20,16,14,17,68,33,24,70,5,0.5,33,4.5,6,Lc,0.18748529411764706,0.2329090909090909,0.2414583333333333,0.25968571428571424,bonus_oriented,1,50,45,original,Lc,45,1
1,11,21,1,2,5.7339999999999955,10,32,19,54,51,49,90.21900000000231,0.366,0.244,2.1349999999999985,20,3,3,9,388,3,3,10,4,0.5,30,4.5,6,Lc,0.23252319587628864,0.122,0.08133333333333333,0.2135,bonus_oriented,1,50,45,original,Lc,45,1
1,11,22,1,9,8.600999999999994,14,47,62,67,65,66,17.079999999999988,2.0129999999999986,5.977999999999995,24.09499999999998,20,6,13,16,76,6,24,80,4,1,48,4,6,Lc,0.22473684210526312,0.33549999999999996,0.2490833333333333,0.30118749999999994,bonus_oriented,1,50,45,original,Lc,45,1
1,12,23,1,1,1.7079999999999989,6,8,3,98,104,81,119.19400000000613,0.305,0.183,0.183,20,2,2,2,502,2,2,2,3,0,13,3.25,6,Lc,0.23743824701195218,0.1525,0.0915,0.0915,bonus_oriented,1,50,45,original,Lc,45,1
1,12,24,1,7,7.624999999999994,9,32,20,16,14,15,28.303999999999977,5.367999999999996,8.173999999999994,1.463999999999999,20,12,14,4,111,19,33,5,6,1,72,6,6,Lc,0.254990990990991,0.2825263157894736,0.24769696969696967,0.29279999999999995,bonus_oriented,1,50,45,original,Lc,45,1
1,13,25,1,3,8.417999999999994,15,48,28,26,32,86,14.70099999999999,14.395999999999988,5.123999999999996,19.702999999999985,20,18,11,17,72,51,18,88,5,0.5,33,4.5,6,Lc,0.20418055555555553,0.2822745098039215,0.2846666666666666,0.22389772727272725,bonus_oriented,1,50,45,original,Lc,45,1
1,13,26,1,5,5.245999999999996,13,28,48,79,84,111,16.774999999999988,24.15599999999998,5.977999999999995,18.055999999999987,20,19,15,17,77,97,28,78,5,0,13,3.25,6,Lc,0.21785714285714286,0.2490309278350515,0.21349999999999997,0.23148717948717945,bonus_oriented,1,50,45,original,Lc,45,1
1,14,27,1,9,11.040999999999991,10,44,69,66,65,44,21.044999999999984,2.744999999999998,2.500999999999998,25.61999999999998,20,7,7,16,93,10,11,97,4,0.5,29,4.25,6,Lc,0.22629032258064516,0.27449999999999997,0.22736363636363635,0.2641237113402062,bonus_oriented,1,50,45,original,Lc,45,1
1,14,28,1,3,5.7949999999999955,11,26,26,32,31,30,17.140999999999988,5.489999999999996,0.7319999999999998,7.258999999999994,20,14,4,16,75,31,4,32,5,1,60,5,6,Lc,0.22854666666666665,0.17709677419354838,0.183,0.22684374999999996,bonus_oriented,1,50,45,original,Lc,45,1
1,15,29,1,8,1.8909999999999987,6,7,114,116,117,13,36.53899999999997,0.122,0.366,157.44100000001075,20,2,2,17,137,2,2,632,2,0.5,18,3,6,Lc,0.26670802919708025,0.061,0.183,0.24911550632911392,bonus_oriented,1,50,45,original,Lc,45,1
1,15,30,1,6,9.393999999999993,18,41,2,1,10,96,12.50499999999999,20.739999999999984,1.3419999999999992,3.2939999999999974,20,18,7,11,49,92,8,16,6,0.5,39,5.25,6,Lc,0.255204081632653,0.22543478260869565,0.16775,0.20587499999999997,bonus_oriented,1,50,45,original,Lc,45,1
1,1,1,0,2,9.637999999999993,15,38,12,56,95,60,59.65799999999995,0.122,0.122,1.7079999999999989,20,2,2,5,240,2,2,5,4,0,17,4.25,5,Lc,0.24857499999999996,0.061,0.061,0.3415999999999999,bonus_oriented,1,50,45,original,Lc,46,1
1,1,2,0,9,15.920999999999987,18,74,66,64,20,78,25.86399999999998,19.214999999999986,0.8539999999999996,15.493999999999987,20,18,1,17,112,84,1,64,4,0,17,4.25,5,Lc,0.2309285714285714,0.22874999999999998,0.8539999999999996,0.24209374999999997,bonus_oriented,1,50,45,original,Lc,46,1
1,2,3,0,5,7.075999999999994,14,32,44,103,93,102,32.51299999999998,6.160999999999995,0.366,5.855999999999995,20,17,3,13,126,31,3,19,5,0,12,3,5,Lc,0.2580396825396825,0.19874193548387095,0.122,0.30821052631578943,bonus_oriented,1,50,45,original,Lc,46,1
1,2,4,0,9,19.153999999999986,15,86,65,16,14,24,39.10099999999997,14.517999999999988,16.835999999999988,1.0369999999999995,20,19,18,4,167,65,72,4,4,0.5,40,5.5,5,Lc,0.23413772455089818,0.22335384615384615,0.2338333333333333,0.25925,bonus_oriented,1,50,45,original,Lc,46,1
1,3,5,0,5,13.663999999999989,16,65,39,22,16,54,39.52799999999997,11.284999999999991,20.617999999999984,10.125999999999992,20,17,17,17,172,48,100,50,5,0,21,5.25,5,Lc,0.22981395348837208,0.23510416666666664,0.20617999999999997,0.20251999999999998,bonus_oriented,1,50,45,original,Lc,46,1
1,3,6,0,3,9.637999999999993,14,43,33,88,31,32,28.24299999999998,7.685999999999994,2.9279999999999977,0.305,20,17,14,3,123,31,18,3,5,0.5,33,4.5,5,Lc,0.22961788617886175,0.2479354838709677,0.16266666666666665,0.10166666666666667,bonus_oriented,1,50,45,original,Lc,46,1
1,4,7,0,7,9.576999999999993,18,44,18,17,22,24,23.240999999999982,19.275999999999986,0.061,14.395999999999988,20,18,1,16,107,79,1,56,6,1,72,6,5,Lc,0.2172056074766355,0.24399999999999997,0.061,0.25707142857142856,bonus_oriented,1,50,45,original,Lc,46,1
1,4,8,0,6,7.563999999999994,10,36,1,66,76,2,8.600999999999994,23.54599999999998,8.173999999999994,2.561999999999998,17,19,17,11,43,88,36,15,6,0,19,4.75,5,Lc,0.20002325581395347,0.26756818181818176,0.22705555555555554,0.1708,bonus_oriented,1,50,45,original,Lc,46,1
1,5,9,1,5,7.685999999999994,16,37,37,43,47,38,22.691999999999982,0.5489999999999999,2.500999999999998,3.903999999999997,20,2,9,10,79,2,14,19,5,1,60,5,5,Lc,0.28724050632911385,0.27449999999999997,0.17864285714285713,0.20547368421052628,bonus_oriented,1,50,45,original,Lc,46,1
1,5,10,1,8,7.9299999999999935,14,33,111,110,120,118,12.80999999999999,26.29099999999998,0.122,1.4029999999999991,20,19,2,7,47,110,2,7,2,1,24,2,5,Lc,0.2725531914893617,0.23900909090909087,0.061,0.20042857142857143,bonus_oriented,1,50,45,original,Lc,46,1
1,6,11,1,2,8.905999999999993,16,36,52,85,89,87,32.81799999999998,13.907999999999989,0.061,1.1589999999999994,20,17,1,7,123,57,1,7,4,0.5,22,3.25,5,Lc,0.26681300813008124,0.24399999999999997,0.061,0.16557142857142856,bonus_oriented,1,50,45,original,Lc,46,1
1,6,12,1,7,7.380999999999994,13,39,21,18,19,20,22.447999999999983,15.005999999999988,15.981999999999987,0.488,20,19,18,5,113,55,68,5,6,1,72,6,5,Lc,0.19865486725663717,0.2728363636363636,0.23502941176470585,0.09759999999999999,bonus_oriented,1,50,45,original,Lc,46,1
1,7,13,1,8,3.659999999999997,8,14,13,114,15,118,61.60999999999995,0.427,0.061,0.7319999999999998,20,2,1,4,248,2,1,4,2,0,16,4,5,Lc,0.2484274193548387,0.2135,0.061,0.183,bonus_oriented,1,50,45,original,Lc,46,1
1,7,14,1,9,10.369999999999992,18,58,64,3,5,6,51.72799999999996,2.2569999999999983,6.953999999999994,9.881999999999993,20,3,13,12,231,3,29,40,4,0.5,40,5.5,5,Lc,0.22393073593073592,0.752333333333333,0.23979310344827584,0.24704999999999996,bonus_oriented,1,50,45,original,Lc,46,1
1,8,15,1,8,14.822999999999988,19,71,114,119,1,110,32.14699999999998,1.2809999999999993,12.19999999999999,1.0369999999999995,20,7,16,4,145,7,45,4,2,0.5,18,3,5,Lc,0.22170344827586205,0.18299999999999997,0.2711111111111111,0.25925,bonus_oriented,1,50,45,original,Lc,46,1
1,8,16,1,4,12.32199999999999,18,71,104,93,13,95,16.652999999999988,9.515999999999993,34.464999999999975,5.550999999999996,20,13,18,14,90,36,153,21,2,0,14,3.5,5,Lc,0.18503333333333333,0.2643333333333333,0.2252614379084967,0.2643333333333333,bonus_oriented,1,50,45,original,Lc,46,1
1,9,17,1,5,7.990999999999993,14,36,45,42,6,46,13.602999999999989,9.698999999999993,13.23699999999999,0.488,20,16,17,2,56,47,62,2,5,0.5,36,5.25,5,Lc,0.24291071428571426,0.20636170212765956,0.21349999999999997,0.244,bonus_oriented,1,50,45,original,Lc,46,1
1,9,18,1,1,16.34799999999999,18,83,79,83,73,22,26.839999999999982,3.0499999999999976,5.550999999999996,26.83999999999998,20,7,14,17,129,10,20,114,3,0.5,24,3.75,5,Lc,0.20806201550387596,0.30499999999999994,0.27754999999999996,0.23543859649122806,bonus_oriented,1,50,45,original,Lc,46,1
1,10,19,1,4,3.781999999999997,9,16,108,106,102,105,17.567999999999987,2.3789999999999982,8.783999999999994,1.2199999999999993,20,12,16,3,77,13,41,3,2,1,24,2,5,Lc,0.22815584415584414,0.183,0.2142439024390244,0.4066666666666666,bonus_oriented,1,50,45,original,Lc,46,1
1,10,20,1,3,14.273999999999988,19,75,26,25,32,16,27.632999999999978,4.452999999999997,0.061,22.935999999999982,20,11,1,17,137,18,1,93,5,0.5,36,5.25,5,Lc,0.20170072992700727,0.24738888888888888,0.061,0.24662365591397847,bonus_oriented,1,50,45,original,Lc,46,1
1,11,21,1,8,12.50499999999999,16,57,115,120,113,56,16.957999999999988,14.822999999999988,0.244,7.258999999999994,20,19,2,15,77,66,2,37,2,0.5,16,2.5,5,Lc,0.22023376623376623,0.22459090909090906,0.122,0.19618918918918918,bonus_oriented,1,50,45,original,Lc,46,1
1,11,22,1,3,4.330999999999997,9,17,36,97,73,1,22.996999999999982,24.82699999999998,4.025999999999997,6.8929999999999945,20,19,14,16,80,120,18,32,5,0,16,4,5,Lc,0.28746249999999995,0.20689166666666664,0.22366666666666665,0.21540624999999997,bonus_oriented,1,50,45,original,Lc,46,1
1,12,23,1,1,9.515999999999993,13,37,73,36,84,28,11.95599999999999,42.94399999999997,1.1589999999999994,5.428999999999996,20,19,1,13,47,184,1,22,3,0,16,4,5,Lc,0.2543829787234042,0.23339130434782607,1.1589999999999994,0.24677272727272725,bonus_oriented,1,50,45,original,Lc,46,1
1,12,24,1,8,14.273999999999988,16,71,111,117,46,10,24.70499999999998,13.968999999999989,7.319999999999994,6.465999999999995,20,18,15,14,115,50,31,29,2,0,15,3.75,5,Lc,0.21482608695652172,0.27937999999999996,0.23612903225806448,0.22296551724137928,bonus_oriented,1,50,45,original,Lc,46,1
1,13,25,1,3,11.71199999999999,15,50,31,115,6,120,16.10399999999999,27.388999999999978,9.088999999999993,4.025999999999997,20,19,18,15,60,110,39,19,5,0,15,3.75,5,Lc,0.26839999999999997,0.24899090909090907,0.23305128205128203,0.21189473684210525,bonus_oriented,1,50,45,original,Lc,46,1
1,13,26,1,7,3.3549999999999973,11,22,15,22,16,20,41.35799999999997,0.061,1.4029999999999991,0.122,20,1,5,2,178,1,5,2,6,1,72,6,5,Lc,0.23234831460674152,0.061,0.28059999999999996,0.061,bonus_oriented,1,50,45,original,Lc,46,1
1,14,27,1,2,8.051999999999994,11,32,56,55,110,28,15.06699999999999,3.1109999999999975,23.91199999999998,0.9759999999999995,20,8,18,6,62,13,103,6,4,0,15,3.75,5,Lc,0.24301612903225805,0.2393076923076923,0.23215533980582523,0.16266666666666665,bonus_oriented,1,50,45,original,Lc,46,1
1,14,28,1,4,11.528999999999991,16,60,103,40,78,24,13.602999999999989,46.96999999999996,9.881999999999993,74.96900000000122,20,19,14,17,70,185,46,335,2,0,16,4,5,Lc,0.1943285714285714,0.2538918918918919,0.21482608695652172,0.22378805970149251,bonus_oriented,1,50,45,original,Lc,46,1
1,1,1,0,5,7.441999999999994,17,38,47,48,78,75,21.715999999999983,1.3419999999999992,31.109999999999975,0.244,20,5,18,3,103,6,135,3,5,0,16,4,5,Lc,0.21083495145631068,0.22366666666666662,0.23044444444444442,0.08133333333333333,bonus_oriented,1,50,45,original,Lc,47,1
1,1,2,0,10,22.630999999999982,19,115,103,96,107,28,48.37299999999996,2.1959999999999984,2.439999999999998,2.683999999999998,20,12,10,10,220,15,12,10,3,0,12,3,5,Lc,0.2198772727272727,0.1464,0.20333333333333334,0.26839999999999997,bonus_oriented,1,50,45,original,Lc,47,1
1,2,3,0,8,13.785999999999989,17,54,110,55,54,26,22.020999999999983,16.530999999999988,13.48099999999999,5.184999999999996,20,17,16,16,92,59,48,31,2,0,15,3.75,5,Lc,0.23935869565217388,0.28018644067796605,0.2808541666666666,0.16725806451612904,bonus_oriented,1,50,45,original,Lc,47,1
1,2,4,0,9,14.517999999999988,19,67,93,21,65,71,54.838999999999956,5.7949999999999955,0.9759999999999995,0.061,20,16,5,1,228,31,5,1,4,0,17,4.25,5,Lc,0.2405219298245614,0.18693548387096773,0.19519999999999998,0.061,bonus_oriented,1,50,45,original,Lc,47,1
1,3,5,0,6,6.8319999999999945,11,29,5,11,56,3,15.676999999999989,12.19999999999999,26.41299999999998,3.0499999999999976,20,17,18,11,67,42,98,12,6,0.5,40,5.5,5,Lc,0.23398507462686566,0.29047619047619044,0.2695204081632653,0.25416666666666665,bonus_oriented,1,50,45,original,Lc,47,1
1,3,6,0,9,12.62699999999999,14,53,69,19,64,28,34.342999999999975,2.683999999999998,0.366,0.244,20,11,2,3,129,16,2,3,4,0,19,4.75,5,Lc,0.26622480620155037,0.16774999999999998,0.183,0.08133333333333333,bonus_oriented,1,50,45,original,Lc,47,1
1,4,7,0,10,15.493999999999987,20,76,15,100,98,33,39.64999999999997,2.0739999999999985,3.0499999999999976,0.183,20,9,15,2,186,10,20,2,3,0,15,3.75,5,Lc,0.21317204301075268,0.20739999999999997,0.1525,0.0915,bonus_oriented,1,50,45,original,Lc,47,1
1,4,8,0,5,9.149999999999993,17,54,40,41,48,37,23.42399999999998,0.244,10.735999999999992,20.556999999999984,20,2,18,17,108,2,46,102,5,1,60,5,5,Lc,0.21688888888888885,0.122,0.23339130434782607,0.2015392156862745,bonus_oriented,1,50,45,original,Lc,47,1
1,5,9,1,5,6.160999999999995,8,19,40,95,46,45,11.467999999999991,12.56599999999999,4.635999999999997,2.0129999999999986,16,18,14,8,32,60,28,10,5,0.5,33,4.5,5,Lc,0.3583749999999999,0.20943333333333333,0.16557142857142856,0.20129999999999998,bonus_oriented,1,50,45,original,Lc,47,1
1,5,10,1,1,15.066999999999988,18,75,81,73,36,25,16.530999999999988,19.702999999999985,8.356999999999994,21.532999999999983,20,19,15,17,81,82,29,104,3,0,16,4,5,Lc,0.20408641975308642,0.24028048780487804,0.2881724137931034,0.20704807692307692,bonus_oriented,1,50,45,original,Lc,47,1
1,6,11,1,10,10.491999999999992,15,50,88,85,90,15,19.580999999999985,14.029999999999989,2.622999999999998,6.160999999999995,20,16,8,13,88,51,9,27,3,0.5,24,3.75,5,Lc,0.22251136363636362,0.27509803921568626,0.2914444444444444,0.22818518518518519,bonus_oriented,1,50,45,original,Lc,47,1
1,6,12,1,3,11.406999999999991,14,45,30,32,35,33,18.604999999999986,3.2329999999999974,26.35199999999998,7.807999999999994,20,12,18,13,76,17,107,31,5,1,60,5,5,Lc,0.24480263157894733,0.19017647058823528,0.24628037383177567,0.25187096774193546,bonus_oriented,1,50,45,original,Lc,47,1
1,7,13,1,9,6.221999999999995,12,34,67,70,68,72,11.040999999999991,8.478999999999994,0.061,9.576999999999993,20,16,1,16,60,33,1,49,4,1,48,4,5,Lc,0.18401666666666666,0.2569393939393939,0.061,0.1954489795918367,bonus_oriented,1,50,45,original,Lc,47,1
1,7,14,1,4,7.319999999999994,8,29,14,97,98,106,62.03699999999995,1.1589999999999994,0.427,0.061,20,5,2,1,247,6,2,1,2,0.5,18,3,5,Lc,0.25116194331983804,0.19316666666666665,0.2135,0.061,bonus_oriented,1,50,45,original,Lc,47,1
1,8,15,1,5,8.966999999999993,14,49,48,47,105,103,24.39999999999998,7.258999999999994,1.8909999999999987,0.488,20,15,5,2,121,32,6,2,5,0,14,3.5,5,Lc,0.20165289256198346,0.22684374999999998,0.31516666666666665,0.244,bonus_oriented,1,50,45,original,Lc,47,1
1,8,16,1,9,4.7579999999999965,12,24,7,74,61,69,88.87700000000227,0.061,0.5489999999999999,0.488,20,1,5,3,350,1,5,3,4,0,17,4.25,5,Lc,0.25393428571428567,0.061,0.1098,0.16266666666666665,bonus_oriented,1,50,45,original,Lc,47,1
1,9,17,1,6,8.478999999999994,18,46,7,12,6,3,16.28699999999999,5.428999999999996,19.458999999999985,5.977999999999995,20,12,16,14,82,17,83,22,6,1,72,6,5,Lc,0.19862195121951218,0.3193529411764705,0.2344457831325301,0.2717272727272727,bonus_oriented,1,50,45,original,Lc,47,1
1,9,18,1,10,10.796999999999992,16,50,108,31,13,86,68.25899999999994,4.452999999999997,10.491999999999992,0.061,20,13,16,1,281,18,45,1,3,0,16,4,5,Lc,0.24291459074733093,0.24738888888888885,0.23315555555555553,0.061,bonus_oriented,1,50,45,original,Lc,47,1
1,10,19,1,8,16.896999999999988,20,82,112,34,83,14,41.66299999999997,10.674999999999992,1.0369999999999995,14.761999999999988,20,17,3,16,191,43,3,60,2,0,16,4,5,Lc,0.218130890052356,0.24825581395348834,0.3456666666666666,0.2460333333333333,bonus_oriented,1,50,45,original,Lc,47,1
1,10,20,1,4,3.781999999999997,9,12,1,104,41,90,124.31800000000648,0.061,0.488,0.061,20,1,4,1,518,1,4,1,2,0,16,4,5,Lc,0.23999613899613897,0.061,0.122,0.061,bonus_oriented,1,50,45,original,Lc,47,1
1,11,21,1,5,4.818999999999996,14,23,75,108,106,105,110.65400000000479,0.061,0.061,0.6099999999999999,20,1,1,4,444,1,1,5,5,0.5,15,2.25,5,Lc,0.24922072072072068,0.061,0.061,0.122,bonus_oriented,1,50,45,original,Lc,47,1
1,11,22,1,3,9.027999999999993,13,42,34,29,26,94,12.13899999999999,16.774999999999988,14.517999999999988,14.578999999999988,20,19,18,17,62,77,59,59,5,0.5,33,4.5,5,Lc,0.19579032258064516,0.21785714285714283,0.24606779661016948,0.24710169491525422,bonus_oriented,1,50,45,original,Lc,47,1
1,12,23,1,6,7.502999999999994,12,39,10,6,2,4,13.35899999999999,12.74899999999999,8.295999999999994,6.465999999999995,20,16,12,14,66,43,38,34,6,1,72,6,5,Lc,0.2024090909090909,0.2964883720930232,0.21831578947368419,0.19017647058823528,bonus_oriented,1,50,45,original,Lc,47,1
1,12,24,1,7,13.23699999999999,16,49,14,20,16,114,21.715999999999983,6.282999999999995,24.88799999999998,21.654999999999983,20,12,18,17,85,27,118,89,6,0.5,38,5,5,Lc,0.25548235294117644,0.23270370370370366,0.21091525423728813,0.243314606741573,bonus_oriented,1,50,45,original,Lc,47,1
1,13,25,1,1,10.064999999999992,12,44,75,84,64,67,14.029999999999989,11.650999999999991,6.648999999999995,6.160999999999995,20,17,12,13,58,50,22,24,3,0,14,3.5,5,Lc,0.2418965517241379,0.23301999999999998,0.3022272727272727,0.2567083333333333,bonus_oriented,1,50,45,original,Lc,47,1
1,13,26,1,7,10.125999999999992,15,52,15,14,18,21,21.349999999999984,22.691999999999982,2.805999999999998,2.0739999999999985,20,17,9,8,97,98,9,8,6,1,72,6,5,Lc,0.22010309278350515,0.23155102040816322,0.3117777777777777,0.25925,bonus_oriented,1,50,45,original,Lc,47,1
1,14,27,1,2,5.367999999999996,12,23,55,115,118,37,32.26899999999998,17.811999999999987,21.837999999999983,18.848999999999986,20,19,18,17,142,76,98,79,4,0,13,3.25,5,Lc,0.22724647887323943,0.23436842105263153,0.22283673469387755,0.23859493670886076,bonus_oriented,1,50,45,original,Lc,47,1
1,14,28,1,4,5.489999999999996,15,28,31,19,97,102,67.70999999999995,57.64499999999995,0.427,0.427,20,19,2,2,279,224,2,3,2,0,15,3.75,5,Lc,0.2426881720430107,0.25734375,0.2135,0.14233333333333334,bonus_oriented,1,50,45,original,Lc,47,1
1,1,1,0,8,9.271999999999993,16,46,116,58,115,113,31.109999999999978,33.610999999999976,0.061,1.2809999999999993,20,19,1,6,134,131,1,6,2,0.5,16,2.5,5,Lc,0.2321641791044776,0.25657251908396944,0.061,0.2135,bonus_oriented,1,50,45,original,Lc,48,1
1,1,2,0,5,7.441999999999994,16,36,39,45,88,38,15.005999999999988,1.7079999999999989,15.676999999999987,4.574999999999997,20,6,14,12,57,9,49,20,5,0.5,33,4.5,5,Lc,0.26326315789473675,0.18977777777777777,0.31993877551020405,0.22874999999999995,bonus_oriented,1,50,45,original,Lc,48,1
1,2,3,0,3,6.587999999999995,14,26,54,57,56,80,51.36199999999996,5.428999999999996,8.905999999999993,4.208999999999997,20,14,16,10,209,22,41,12,5,0.5,27,3.75,5,Lc,0.24575119617224878,0.24677272727272725,0.21721951219512192,0.35074999999999995,bonus_oriented,1,50,45,original,Lc,48,1
1,2,4,0,5,3.476999999999997,13,19,14,90,15,108,58.92599999999995,0.061,0.7319999999999998,0.7319999999999998,20,1,2,4,245,1,2,4,5,0,17,4.25,5,Lc,0.24051428571428568,0.061,0.36599999999999994,0.183,bonus_oriented,1,50,45,original,Lc,48,1
1,3,5,0,3,6.8929999999999945,12,30,25,114,6,29,22.691999999999982,72.77300000000096,0.9149999999999996,4.147999999999997,20,19,2,14,100,294,3,16,5,0,18,4.5,5,Lc,0.22691999999999998,0.24752721088435373,0.305,0.2592499999999999,bonus_oriented,1,50,45,original,Lc,48,1
1,3,6,0,2,11.162999999999991,12,50,55,24,49,105,45.688999999999965,2.805999999999998,0.7319999999999998,4.513999999999997,20,11,4,13,195,11,4,20,4,0,16,4,5,Lc,0.2343025641025641,0.2550909090909091,0.183,0.22569999999999998,bonus_oriented,1,50,45,original,Lc,48,1
1,4,7,0,3,9.820999999999993,12,46,26,28,27,98,18.421999999999986,5.7339999999999955,10.796999999999992,6.648999999999995,20,12,16,14,86,22,38,29,5,0.5,32,4.25,5,Lc,0.21420930232558139,0.26063636363636355,0.28413157894736835,0.2292758620689655,bonus_oriented,1,50,45,original,Lc,48,1
1,4,8,0,5,10.064999999999992,17,51,38,44,46,43,25.19299999999998,1.8909999999999987,10.552999999999992,3.598999999999997,20,6,18,11,114,7,50,16,5,1,60,5,5,Lc,0.22099122807017543,0.27014285714285713,0.21106,0.22493749999999998,bonus_oriented,1,50,45,original,Lc,48,1
1,5,9,1,10,16.34799999999999,16,79,91,94,32,34,28.66999999999998,9.149999999999993,2.805999999999998,10.796999999999992,20,19,10,16,124,42,16,34,3,0,16,4,5,Lc,0.2312096774193548,0.21785714285714283,0.175375,0.31755882352941167,bonus_oriented,1,50,45,original,Lc,48,1
1,5,10,1,5,7.441999999999994,13,33,44,48,98,105,23.66799999999998,5.245999999999996,12.50499999999999,2.3179999999999983,20,15,16,14,102,27,53,15,5,0,14,3.5,5,Lc,0.2320392156862745,0.1942962962962963,0.23594339622641508,0.15453333333333333,bonus_oriented,1,50,45,original,Lc,48,1
1,6,11,1,5,7.258999999999994,17,35,3,48,43,12,56.119999999999955,0.061,0.5489999999999999,0.366,20,1,2,3,233,1,2,4,5,0,22,5.5,5,Lc,0.24085836909871242,0.061,0.27449999999999997,0.0915,bonus_oriented,1,50,45,original,Lc,48,1
1,6,12,1,4,7.136999999999994,13,32,25,100,28,55,48.67799999999996,1.524999999999999,0.7929999999999997,20.617999999999984,20,4,5,16,212,4,5,87,2,0,16,4,5,Lc,0.2296132075471698,0.3812499999999999,0.1586,0.23698850574712643,bonus_oriented,1,50,45,original,Lc,48,1
1,7,13,1,3,4.7579999999999965,8,24,35,29,27,21,7.502999999999995,8.722999999999994,20.678999999999984,75.39600000000127,16,19,18,17,33,33,95,301,5,0.5,36,5.25,5,Lc,0.22736363636363635,0.2643333333333333,0.2176736842105263,0.25048504983388703,bonus_oriented,1,50,45,original,Lc,48,1
1,7,14,1,5,9.942999999999993,16,44,44,41,101,42,22.813999999999982,4.574999999999997,7.8689999999999936,1.2199999999999993,20,15,16,7,106,21,43,7,5,0.5,32,4.25,5,Lc,0.2152264150943396,0.21785714285714286,0.183,0.1742857142857143,bonus_oriented,1,50,45,original,Lc,48,1
1,8,15,1,9,9.210999999999993,17,38,69,61,64,103,22.935999999999982,12.32199999999999,0.6099999999999999,2.0739999999999985,20,14,5,7,96,48,5,8,4,0.5,26,3.5,5,Lc,0.23891666666666664,0.2567083333333333,0.122,0.25925,bonus_oriented,1,50,45,original,Lc,48,1
1,8,16,1,8,9.149999999999993,11,45,120,28,27,5,13.05399999999999,11.040999999999991,6.221999999999995,21.044999999999984,20,15,12,17,58,44,21,74,2,0,18,4.5,5,Lc,0.22506896551724137,0.25093181818181814,0.29628571428571426,0.28439189189189185,bonus_oriented,1,50,45,original,Lc,48,1
