Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,agent,model,risk,run
1,16,31,1,7,7.8689999999999936,10,40,14,17,22,51,9.515999999999993,10.674999999999992,4.269999999999997,0.9149999999999996,15,15,8,3,47,41,10,4,6,0.5,22,5.5,6,Hc,0.20246808510638295,0.26036585365853654,0.42699999999999994,0.22874999999999998,baseline,original,Hc,6
1,16,32,1,6,8.539999999999994,15,55,10,5,3,9,12.26099999999999,5.001999999999996,3.598999999999997,1.646999999999999,20,16,10,6,70,37,14,8,6,1,72,6,6,Hc,0.17515714285714284,0.13518918918918918,0.25707142857142856,0.205875,baseline,original,Hc,6
1,17,33,1,6,10.857999999999992,13,55,4,6,5,10,12.68799999999999,2.1959999999999984,4.330999999999997,1.7689999999999988,20,10,12,6,64,12,19,7,6,1,72,6,6,Hc,0.19824999999999998,0.183,0.22794736842105262,0.2527142857142857,baseline,original,Hc,6
1,17,34,1,9,10.552999999999992,17,50,61,67,85,19,18.482999999999986,3.1109999999999975,13.846999999999989,8.356999999999994,20,10,17,15,85,10,57,32,4,0,17,4.25,6,Hc,0.21744705882352938,0.31109999999999993,0.2429298245614035,0.26115625,baseline,original,Hc,6
1,1,1,0,9,10.552999999999992,18,49,19,71,64,24,15.49399999999999,1.0369999999999995,0.366,2.439999999999998,20,3,1,6,74,3,1,9,4,0,20,5,6,Hc,0.20937837837837836,0.34566666666666657,0.366,0.2711111111111111,baseline,original,Hc,7
1,1,2,0,5,11.406999999999991,18,52,46,40,101,97,12.32199999999999,5.550999999999996,0.244,3.720999999999997,20,12,2,10,56,18,3,13,5,0,14,3.5,6,Hc,0.22003571428571428,0.3083888888888889,0.08133333333333333,0.2862307692307692,baseline,original,Hc,7
1,2,3,0,10,4.940999999999996,11,22,1,50,85,54,35.135999999999974,0.122,0.061,0.6709999999999998,20,2,1,3,158,2,1,3,3,0,17,4.25,6,Hc,0.222379746835443,0.061,0.061,0.22366666666666665,baseline,original,Hc,7
1,2,4,0,4,10.125999999999992,17,45,70,101,105,79,17.018999999999988,0.9759999999999995,1.4029999999999991,5.367999999999996,20,3,9,12,77,4,10,16,2,0,11,2.75,6,Hc,0.22102597402597401,0.24399999999999997,0.1403,0.3354999999999999,baseline,original,Hc,7
1,3,5,0,5,8.417999999999994,15,38,66,39,38,42,14.57899999999999,1.4029999999999991,0.305,1.3419999999999992,20,3,2,6,60,4,3,6,5,0.5,19,4.75,6,Hc,0.2429833333333333,0.35075,0.10166666666666667,0.22366666666666668,baseline,original,Hc,7
1,3,6,0,3,7.8689999999999936,15,39,27,33,28,3,12.50499999999999,2.3179999999999983,7.9299999999999935,1.0979999999999994,20,10,17,5,55,10,41,5,5,0.5,21,5.25,6,Hc,0.22736363636363635,0.2318,0.19341463414634144,0.2196,baseline,original,Hc,7
1,4,7,0,9,18.665999999999986,19,94,43,42,23,18,25.98599999999998,10.125999999999992,5.367999999999996,5.001999999999996,20,19,14,13,127,54,26,23,4,0,22,5.5,6,Hc,0.20461417322834644,0.1875185185185185,0.20646153846153845,0.2174782608695652,baseline,original,Hc,7
1,4,8,0,3,10.857999999999992,13,46,33,34,86,87,11.89499999999999,8.600999999999994,6.526999999999995,2.622999999999998,17,13,15,7,50,37,29,9,5,0,16,4,6,Hc,0.23789999999999997,0.23245945945945942,0.22506896551724137,0.2914444444444444,baseline,original,Hc,7
1,5,9,0,10,12.62699999999999,16,59,86,89,71,28,15.493999999999987,7.746999999999994,2.9889999999999977,1.8909999999999987,20,16,11,7,67,41,16,8,3,0,15,3.75,6,Hc,0.23125373134328356,0.18895121951219512,0.1868125,0.236375,baseline,original,Hc,7
1,5,10,0,1,9.149999999999993,15,41,82,5,109,114,13.66399999999999,14.700999999999988,30.987999999999975,7.8689999999999936,20,18,18,17,60,61,128,32,3,0,13,3.25,6,Hc,0.22773333333333332,0.24099999999999996,0.24209374999999997,0.24590624999999997,baseline,original,Hc,7
1,6,11,1,6,11.406999999999991,18,52,2,3,72,33,25.43699999999998,0.061,0.366,2.9889999999999977,20,1,1,11,114,1,1,15,6,0,21,5.25,6,Hc,0.2231315789473684,0.061,0.366,0.19926666666666665,baseline,original,Hc,7
1,6,12,1,2,5.001999999999996,13,24,53,58,79,77,10.308999999999992,2.622999999999998,3.720999999999997,4.330999999999997,20,9,9,10,41,12,18,14,4,0,14,3.5,6,Hc,0.25143902439024385,0.21858333333333332,0.2067222222222222,0.3093571428571428,baseline,original,Hc,7
1,7,13,1,6,10.125999999999992,16,42,9,1,61,4,10.796999999999992,5.7339999999999955,6.8319999999999945,1.463999999999999,20,15,18,5,47,21,30,5,6,0.5,22,5.5,6,Hc,0.22972340425531915,0.27304761904761904,0.22773333333333332,0.29279999999999995,baseline,original,Hc,7
1,7,14,1,4,4.086999999999997,10,17,15,99,102,108,33.549999999999976,0.183,0.5489999999999999,0.427,20,1,4,3,134,1,4,3,2,0.5,12,3,6,Hc,0.25037313432835817,0.183,0.13724999999999998,0.14233333333333334,baseline,original,Hc,7
1,8,15,1,7,9.515999999999993,12,41,23,20,17,24,10.613999999999992,12.07799999999999,17.811999999999987,1.3419999999999992,17,18,17,4,47,44,73,4,6,1,72,6,6,Hc,0.22582978723404254,0.27449999999999997,0.24399999999999997,0.3355,baseline,original,Hc,7
1,8,16,1,6,7.685999999999994,13,36,4,3,2,61,7.990999999999993,0.061,21.776999999999983,0.305,15,1,18,3,38,1,106,3,6,0.5,22,5.5,6,Hc,0.2102894736842105,0.061,0.20544339622641508,0.10166666666666667,baseline,original,Hc,7
1,9,17,1,5,10.369999999999992,14,41,45,39,38,73,12.62699999999999,2.805999999999998,7.136999999999994,5.672999999999996,20,7,16,13,58,9,27,26,5,0.5,18,4.5,6,Hc,0.21770689655172412,0.3117777777777777,0.2643333333333333,0.21819230769230769,baseline,original,Hc,7
1,9,18,1,7,7.502999999999994,14,28,21,14,63,17,9.027999999999993,1.7689999999999988,0.7319999999999998,7.502999999999994,20,6,5,14,40,7,5,35,6,0.5,22,5.5,6,Hc,0.22569999999999996,0.25271428571428567,0.1464,0.21437142857142857,baseline,original,Hc,7
1,10,19,1,5,7.563999999999994,14,35,44,39,46,38,13.48099999999999,2.1349999999999985,0.7929999999999997,4.330999999999997,20,7,4,11,56,9,5,23,5,1,60,5,6,Hc,0.24073214285714284,0.23722222222222222,0.1586,0.18830434782608696,baseline,original,Hc,7
1,10,20,1,6,12.68799999999999,16,64,5,2,69,12,21.044999999999984,4.635999999999997,0.8539999999999996,0.9149999999999996,20,12,2,5,99,18,3,6,6,0.5,22,5.5,6,Hc,0.21257575757575756,0.25755555555555554,0.2846666666666667,0.1525,baseline,original,Hc,7
1,11,21,1,8,8.173999999999994,15,36,110,117,120,1,8.661999999999994,4.208999999999997,1.585999999999999,9.698999999999993,17,14,3,16,40,23,5,47,2,0.5,12,3,6,Hc,0.21655,0.18299999999999997,0.3171999999999999,0.20636170212765956,baseline,original,Hc,7
1,11,22,1,4,10.125999999999992,14,43,15,88,105,103,58.68199999999995,0.427,0.061,0.122,20,2,1,1,235,2,1,1,2,0,13,3.25,6,Hc,0.24971063829787232,0.2135,0.061,0.122,baseline,original,Hc,7
1,12,23,1,6,5.123999999999996,10,26,11,4,9,1,5.855999999999996,3.3549999999999973,2.683999999999998,19.458999999999985,13,13,10,16,30,15,17,86,6,1,72,6,6,Hc,0.19519999999999998,0.22366666666666665,0.15788235294117647,0.2262674418604651,baseline,original,Hc,7
1,12,24,1,7,7.197999999999994,14,38,14,16,25,20,7.8079999999999945,22.447999999999983,0.366,0.9759999999999995,17,19,3,4,41,91,3,5,6,0.5,23,5.75,6,Hc,0.1904390243902439,0.24668131868131865,0.122,0.19519999999999998,baseline,original,Hc,7
1,13,25,1,3,4.818999999999996,13,28,33,34,35,27,7.990999999999994,0.183,8.905999999999993,4.208999999999997,20,1,16,11,39,1,37,15,5,1,60,5,6,Hc,0.20489743589743586,0.183,0.2407027027027027,0.28059999999999996,baseline,original,Hc,7
1,13,26,1,5,5.245999999999996,11,24,48,43,103,107,6.404999999999996,12.44399999999999,3.903999999999997,12.56599999999999,14,17,12,16,28,57,15,51,5,0,14,3.5,6,Hc,0.22874999999999998,0.21831578947368419,0.26026666666666665,0.24639215686274507,baseline,original,Hc,7
1,14,27,1,5,7.014999999999994,15,33,37,44,42,103,7.685999999999995,6.221999999999995,5.428999999999996,5.855999999999995,19,16,13,13,37,29,21,24,5,0.5,17,4.25,6,Hc,0.20772972972972972,0.21455172413793103,0.2585238095238095,0.244,baseline,original,Hc,7
1,14,28,1,7,7.441999999999994,15,42,21,13,19,24,7.502999999999994,11.162999999999991,0.8539999999999996,2.439999999999998,16,19,6,10,43,41,6,12,6,1,72,6,6,Hc,0.17448837209302323,0.2722682926829268,0.14233333333333334,0.20333333333333328,baseline,original,Hc,7
1,15,29,1,6,7.685999999999994,17,41,3,4,9,5,12.56599999999999,2.8669999999999978,2.1349999999999985,0.122,20,12,7,1,61,18,8,1,6,1,72,6,6,Hc,0.206,0.15927777777777777,0.266875,0.122,baseline,original,Hc,7
1,15,30,1,2,5.184999999999996,12,25,57,60,55,52,7.380999999999995,3.1719999999999975,0.6099999999999999,0.8539999999999996,17,14,2,3,30,21,2,4,4,1,48,4,6,Hc,0.2460333333333333,0.15104761904761904,0.305,0.2135,baseline,original,Hc,7
1,16,31,1,10,10.003999999999992,17,50,94,90,89,46,12.13899999999999,8.356999999999994,4.208999999999997,5.916999999999995,20,17,11,15,67,31,19,22,3,0.5,14,3.5,6,Hc,0.18117910447761193,0.2695806451612903,0.22152631578947368,0.26895454545454545,baseline,original,Hc,7
1,16,32,1,6,6.282999999999995,10,32,11,7,4,12,7.258999999999995,3.0499999999999976,9.942999999999993,0.366,16,9,15,3,38,11,40,3,6,1,72,6,6,Hc,0.19102631578947368,0.2772727272727272,0.24857499999999996,0.122,baseline,original,Hc,7
1,17,33,1,3,9.271999999999993,13,36,34,27,26,29,12.56599999999999,1.0979999999999994,8.478999999999994,0.244,20,5,17,2,54,7,38,2,5,1,60,5,6,Hc,0.2327037037037037,0.15685714285714286,0.2231315789473684,0.122,baseline,original,Hc,7
1,17,34,1,2,4.147999999999997,10,20,56,2,85,95,5.184999999999997,111.38600000000542,0.427,0.122,14,19,2,2,24,493,2,2,4,0,16,4,6,Hc,0.21604166666666666,0.22593509127789044,0.2135,0.061,baseline,original,Hc,7
1,1,1,0,5,7.563999999999994,15,29,38,47,46,85,8.905999999999993,2.3789999999999982,3.537999999999997,6.8929999999999945,19,9,6,16,34,13,11,24,5,0.5,18,4.5,6,Hc,0.26194117647058823,0.183,0.3216363636363636,0.2872083333333333,baseline,original,Hc,8
1,1,2,0,3,12.80999999999999,16,48,57,108,97,60,26.90099999999998,1.7079999999999989,0.061,1.3419999999999992,20,8,1,5,123,8,1,5,5,0,12,3,6,Hc,0.21870731707317068,0.21349999999999997,0.061,0.2683999999999999,baseline,original,Hc,8
1,2,3,0,6,10.369999999999992,18,57,5,1,4,9,21.410999999999984,3.720999999999997,2.9889999999999977,1.3419999999999992,20,10,10,8,111,18,11,11,6,1,72,6,6,Hc,0.19289189189189188,0.2067222222222222,0.2717272727272727,0.122,baseline,original,Hc,8
1,2,4,0,1,14.273999999999988,20,69,76,74,108,53,14.456999999999988,3.2329999999999974,5.611999999999996,2.8669999999999978,20,9,13,8,71,15,21,10,3,0,12,3,6,Hc,0.20361971830985914,0.21553333333333333,0.2672380952380952,0.28669999999999995,baseline,original,Hc,8
1,3,5,0,9,7.685999999999994,16,36,68,72,16,65,11.650999999999991,2.0739999999999985,5.062999999999996,0.9759999999999995,20,9,12,5,55,9,20,6,4,0.5,18,4.5,6,Hc,0.21183636363636363,0.23044444444444442,0.25315,0.16266666666666665,baseline,original,Hc,8
1,3,6,0,6,5.001999999999996,10,21,5,106,41,12,21.410999999999984,0.122,0.122,0.9149999999999996,20,1,2,4,90,1,2,4,6,0,19,4.75,6,Hc,0.23789999999999997,0.122,0.061,0.22874999999999995,baseline,original,Hc,8
1,4,7,0,9,9.271999999999993,16,55,66,62,64,9,12.26099999999999,3.4159999999999973,1.7079999999999989,5.428999999999996,20,11,6,11,70,16,8,20,4,0.5,18,4.5,6,Hc,0.17515714285714284,0.2135,0.2135,0.27144999999999997,baseline,original,Hc,8
1,4,8,0,10,10.735999999999992,19,53,91,92,88,46,16.22599999999999,4.208999999999997,1.2199999999999993,3.1719999999999975,20,15,6,12,73,25,6,14,3,0.5,14,3.5,6,Hc,0.2222739726027397,0.16835999999999998,0.2033333333333333,0.22657142857142856,baseline,original,Hc,8
1,5,9,0,3,6.8319999999999945,15,32,31,30,72,32,9.515999999999993,6.8319999999999945,3.4159999999999973,0.305,20,12,6,3,46,23,8,3,5,0.5,19,4.75,6,Hc,0.2068695652173913,0.2970434782608695,0.4269999999999999,0.10166666666666667,baseline,original,Hc,8
1,5,10,0,6,6.8929999999999945,17,35,11,8,4,2,8.417999999999994,3.598999999999997,9.027999999999993,3.3549999999999973,20,13,15,13,43,20,38,18,6,1,72,6,6,Hc,0.1957674418604651,0.17995,0.23757894736842103,0.18638888888888888,baseline,original,Hc,8
1,6,11,1,2,11.040999999999991,19,55,45,53,52,38,15.37199999999999,5.001999999999996,0.6709999999999998,0.061,20,13,5,1,71,23,5,1,4,0,18,4.5,6,Hc,0.2165070422535211,0.2174782608695652,0.13419999999999999,0.061,baseline,original,Hc,8
1,6,12,1,10,7.380999999999994,14,32,88,93,114,63,13.23699999999999,0.183,2.0739999999999985,4.940999999999996,20,2,5,12,56,2,7,23,3,0,12,3,6,Hc,0.23637499999999997,0.0915,0.29628571428571426,0.21482608695652172,baseline,original,Hc,8
1,7,13,1,10,5.977999999999995,13,29,88,93,101,85,9.637999999999993,1.7689999999999988,7.807999999999994,1.646999999999999,20,7,16,6,44,8,40,6,3,0.5,11,2.75,6,Hc,0.21904545454545452,0.221125,0.19519999999999998,0.2744999999999999,baseline,original,Hc,8
1,7,14,1,6,4.7579999999999965,9,22,2,6,120,109,8.966999999999993,0.6709999999999998,7.380999999999994,4.086999999999997,18,2,18,13,33,2,35,15,6,0,16,4,6,Hc,0.2717272727272727,0.3354999999999999,0.2108857142857143,0.27246666666666663,baseline,original,Hc,8
1,8,15,1,9,12.32199999999999,19,63,62,45,44,42,12.56599999999999,7.319999999999994,4.147999999999997,13.48099999999999,20,16,12,17,65,28,12,60,4,0.5,19,4.75,6,Hc,0.1933230769230769,0.2614285714285714,0.34566666666666657,0.22468333333333332,baseline,original,Hc,8
1,8,16,1,3,6.404999999999995,14,32,78,82,102,99,57.58399999999995,0.061,0.427,0.183,20,1,3,2,251,1,3,2,5,0,10,2.5,6,Hc,0.22941832669322706,0.061,0.14233333333333334,0.0915,baseline,original,Hc,8
1,9,17,1,6,5.428999999999996,13,27,8,7,10,75,7.563999999999995,0.5489999999999999,2.3789999999999982,7.624999999999994,19,3,11,14,33,3,13,35,6,0.5,21,5.25,6,Hc,0.2292121212121212,0.183,0.183,0.21785714285714283,baseline,original,Hc,8
1,9,18,1,7,8.722999999999994,16,41,22,19,13,20,10.674999999999992,4.879999999999996,2.9889999999999977,1.0979999999999994,20,14,8,4,48,19,10,4,6,1,72,6,6,Hc,0.22239583333333332,0.25684210526315787,0.29889999999999994,0.27449999999999997,baseline,original,Hc,8
1,10,19,1,5,8.783999999999994,16,51,40,98,56,105,16.10399999999999,2.0129999999999986,3.4159999999999973,9.271999999999993,20,8,10,16,81,11,16,39,5,0,13,3.25,6,Hc,0.1988148148148148,0.183,0.21349999999999997,0.23774358974358972,baseline,original,Hc,8
1,10,20,1,8,13.968999999999989,14,60,110,112,109,120,16.28699999999999,0.7929999999999997,2.8669999999999978,12.93199999999999,20,7,9,16,76,8,11,46,2,1,24,2,6,Hc,0.21430263157894733,0.09912499999999999,0.2606363636363636,0.28113043478260863,baseline,original,Hc,8
1,11,21,1,7,6.587999999999995,14,29,21,105,13,20,13.29799999999999,0.366,1.8299999999999987,2.9889999999999977,20,4,8,9,56,4,10,13,6,0.5,20,5,6,Hc,0.23746428571428568,0.0915,0.183,0.2299230769230769,baseline,original,Hc,8
1,11,22,1,6,11.89499999999999,15,56,5,4,12,75,12.19999999999999,23.60699999999998,3.0499999999999976,0.5489999999999999,16,19,9,2,57,115,12,2,6,0.5,21,5.25,6,Hc,0.21403508771929822,0.2052782608695652,0.2541666666666666,0.27449999999999997,baseline,original,Hc,8
1,12,23,1,3,8.783999999999994,18,44,34,31,36,105,10.552999999999992,1.8909999999999987,0.6709999999999998,3.0499999999999976,20,8,5,11,53,9,5,14,5,0.5,17,4.25,6,Hc,0.1991132075471698,0.21011111111111108,0.13419999999999999,0.21785714285714286,baseline,original,Hc,8
1,12,24,1,6,10.125999999999992,13,44,3,11,10,8,15.49399999999999,0.488,0.488,13.48099999999999,20,3,3,17,65,3,3,53,6,1,72,6,6,Hc,0.23836923076923075,0.16266666666666665,0.16266666666666665,0.2543584905660377,baseline,original,Hc,8
1,13,25,1,3,9.088999999999993,12,33,29,27,52,107,10.857999999999992,31.963999999999974,0.427,2.561999999999998,20,19,2,8,45,136,2,8,5,0,16,4,6,Hc,0.24128888888888886,0.23502941176470585,0.2135,0.32025,baseline,original,Hc,8
1,13,26,1,5,4.147999999999997,17,27,39,42,48,41,7.502999999999995,4.025999999999997,1.8909999999999987,2.0739999999999985,20,9,6,10,39,16,6,13,5,1,60,5,6,Hc,0.19238461538461535,0.251625,0.31516666666666665,0.15953846153846155,baseline,original,Hc,8
1,14,27,1,8,6.099999999999995,14,34,118,115,119,52,6.465999999999995,3.720999999999997,0.366,23.97299999999998,17,12,1,17,37,16,1,102,2,0.5,10,2.5,6,Hc,0.17475675675675675,0.2325625,0.366,0.23502941176470585,baseline,original,Hc,8
1,14,28,1,6,6.038999999999995,13,29,7,12,11,9,20.068999999999985,1.0979999999999994,0.9149999999999996,0.9149999999999996,20,3,6,6,92,3,6,6,6,1,72,6,6,Hc,0.21814130434782608,0.36599999999999994,0.1525,0.1525,baseline,original,Hc,8
1,15,29,1,9,6.953999999999994,11,29,61,72,71,23,9.027999999999993,3.537999999999997,3.598999999999997,11.589999999999991,18,10,12,15,37,13,15,37,4,0.5,18,4.5,6,Hc,0.24399999999999997,0.27215384615384614,0.23993333333333328,0.31324324324324315,baseline,original,Hc,8
1,15,30,1,3,9.271999999999993,14,45,30,56,34,35,16.40899999999999,5.367999999999996,1.0369999999999995,0.6709999999999998,20,13,5,3,67,18,7,3,5,0.5,19,4.75,6,Hc,0.24491044776119397,0.29822222222222217,0.14814285714285713,0.22366666666666665,baseline,original,Hc,8
1,16,31,1,7,6.038999999999995,14,28,16,15,19,100,8.478999999999994,7.319999999999994,0.427,7.563999999999994,20,14,2,14,35,22,2,33,6,0.5,20,5,6,Hc,0.24225714285714284,0.3327272727272727,0.2135,0.2292121212121212,baseline,original,Hc,8
1,16,32,1,3,4.086999999999997,7,18,3,34,32,25,163.35800000001095,0.244,0.061,0.183,20,2,1,2,662,2,1,2,5,0.5,21,5.25,6,Hc,0.2467643504531722,0.122,0.061,0.0915,baseline,original,Hc,8
1,17,33,1,6,8.112999999999994,16,41,7,1,3,8,12.748999999999992,1.3419999999999992,16.957999999999988,0.061,20,5,18,1,68,7,75,1,6,1,72,6,6,Hc,0.18748529411764706,0.1917142857142857,0.22610666666666665,0.061,baseline,original,Hc,8
1,17,34,1,7,8.844999999999994,13,42,16,17,15,100,9.881999999999993,2.9889999999999977,15.188999999999988,1.8299999999999987,18,10,16,8,47,18,55,8,6,0.5,20,5,6,Hc,0.21025531914893617,0.16605555555555554,0.27616363636363633,0.22874999999999998,baseline,original,Hc,8
1,1,1,0,2,7.9299999999999935,12,33,52,17,59,91,11.589999999999991,0.7929999999999997,0.366,5.672999999999996,20,6,1,16,44,6,2,23,4,0,17,4.25,6,Hc,0.26340909090909087,0.13216666666666665,0.183,0.24665217391304345,baseline,original,Hc,9
1,1,2,0,5,8.234999999999994,17,41,38,37,45,47,12.504999999999992,2.9279999999999977,0.488,3.1109999999999975,20,9,1,12,60,10,1,20,5,1,60,5,6,Hc,0.20841666666666667,0.29279999999999995,0.488,0.15555,baseline,original,Hc,9
1,2,3,0,1,12.50499999999999,19,54,73,76,12,53,13.11499999999999,3.1719999999999975,12.44399999999999,0.7319999999999998,20,12,17,2,57,16,55,2,3,0,16,4,6,Hc,0.2300877192982456,0.19824999999999998,0.22625454545454543,0.366,baseline,original,Hc,9
1,2,4,0,5,13.846999999999989,17,63,44,38,17,102,17.689999999999987,9.393999999999993,4.086999999999997,2.439999999999998,20,16,11,9,82,43,14,12,5,0,18,4.5,6,Hc,0.21573170731707317,0.21846511627906975,0.29192857142857137,0.2033333333333333,baseline,original,Hc,9
1,3,5,0,7,11.89499999999999,17,58,18,20,17,31,16.957999999999988,6.526999999999995,16.28699999999999,0.061,20,11,17,1,85,27,68,1,6,0.5,23,5.75,6,Hc,0.19950588235294117,0.2417407407407407,0.2395147058823529,0.061,baseline,original,Hc,9
1,3,6,0,5,7.746999999999994,15,39,40,42,41,47,9.759999999999993,3.0499999999999976,4.269999999999997,0.183,20,11,12,3,48,17,17,3,5,1,60,5,6,Hc,0.2033333333333333,0.17941176470588235,0.2511764705882353,0.061,baseline,original,Hc,9
1,4,7,0,8,8.722999999999994,14,47,118,52,117,120,11.101999999999991,3.4159999999999973,0.427,3.0499999999999976,20,11,3,9,62,14,4,12,2,0.5,10,2.5,6,Hc,0.17906451612903224,0.24399999999999997,0.10675,0.25416666666666665,baseline,original,Hc,9
1,4,8,0,9,7.685999999999994,14,39,61,90,103,94,17.262999999999987,10.552999999999992,0.183,2.2569999999999983,20,16,2,10,71,38,2,11,4,0,12,3,6,Hc,0.24314084507042252,0.27771052631578946,0.0915,0.2051818181818182,baseline,original,Hc,9
1,5,9,0,1,6.587999999999995,12,25,21,16,71,38,171.4100000000116,8.844999999999994,0.061,0.061,20,18,1,1,683,32,1,1,3,0,21,5.25,6,Hc,0.2509663250366032,0.27640624999999996,0.061,0.061,baseline,original,Hc,9
1,5,10,0,3,8.539999999999994,17,49,33,30,34,28,12.50499999999999,1.463999999999999,6.587999999999995,12.93199999999999,20,5,16,17,59,5,34,60,5,1,60,5,6,Hc,0.21194915254237284,0.2928,0.19376470588235295,0.21553333333333333,baseline,original,Hc,9
1,6,11,1,7,8.173999999999994,12,29,17,13,23,91,9.881999999999993,7.8689999999999936,0.5489999999999999,0.183,20,16,6,3,40,36,6,3,6,0.5,21,5.25,6,Hc,0.24704999999999996,0.2185833333333333,0.0915,0.061,baseline,original,Hc,9
1,6,12,1,6,9.576999999999993,16,41,6,2,32,12,13.29799999999999,2.744999999999998,6.587999999999995,1.585999999999999,20,6,15,7,57,8,31,7,6,0.5,23,5.75,6,Hc,0.2332982456140351,0.34312499999999996,0.21251612903225806,0.22657142857142853,baseline,original,Hc,9
1,7,13,1,5,15.432999999999987,17,79,47,41,62,116,19.519999999999985,5.245999999999996,10.430999999999992,1.9519999999999986,20,15,17,4,95,25,51,6,5,0,16,4,6,Hc,0.2054736842105263,0.20984,0.20452941176470588,0.32533333333333325,baseline,original,Hc,9
1,7,14,1,2,12.38299999999999,18,48,55,50,59,4,17.018999999999988,1.9519999999999986,6.282999999999995,4.879999999999996,20,9,13,11,67,10,24,16,4,0.5,18,4.5,6,Hc,0.2540149253731343,0.19519999999999998,0.26179166666666664,0.30499999999999994,baseline,original,Hc,9
1,8,15,1,6,4.147999999999997,12,25,3,70,7,4,13.90799999999999,0.061,1.646999999999999,0.5489999999999999,20,1,3,3,73,1,4,3,6,0.5,22,5.5,6,Hc,0.19052054794520548,0.061,0.41174999999999995,0.183,baseline,original,Hc,9
1,8,16,1,7,5.977999999999995,15,38,21,22,19,23,10.003999999999992,1.463999999999999,15.615999999999987,3.720999999999997,20,4,17,9,56,4,68,12,6,1,72,6,6,Hc,0.17864285714285713,0.3659999999999999,0.22964705882352937,0.31008333333333327,baseline,original,Hc,9
1,9,17,1,7,7.624999999999994,13,32,16,18,26,70,8.234999999999994,1.8909999999999987,9.515999999999993,0.8539999999999996,15,7,14,5,35,7,37,7,6,0,21,5.25,6,Hc,0.23528571428571426,0.2701428571428571,0.25718918918918915,0.122,baseline,original,Hc,9
1,9,18,1,5,10.247999999999992,17,52,44,41,37,115,20.922999999999984,2.500999999999998,1.4029999999999991,2.744999999999998,20,9,5,9,104,10,5,13,5,0.5,17,4.25,6,Hc,0.20118269230769228,0.2501,0.28059999999999996,0.21115384615384614,baseline,original,Hc,9
1,10,19,1,10,16.04299999999999,14,64,92,85,96,72,16.16499999999999,3.659999999999997,1.8299999999999987,5.7949999999999955,15,12,9,15,65,20,12,28,3,0.5,13,3.25,6,Hc,0.24869230769230766,0.183,0.1525,0.2069642857142857,baseline,original,Hc,9
1,10,20,1,7,7.197999999999994,14,45,17,24,13,21,17.689999999999987,1.646999999999999,4.269999999999997,2.500999999999998,20,7,15,10,90,7,25,11,6,1,72,6,6,Hc,0.19655555555555554,0.23528571428571426,0.17079999999999998,0.22736363636363635,baseline,original,Hc,9
1,11,21,1,8,3.476999999999997,11,18,3,87,118,109,58.68199999999995,0.061,0.061,0.061,20,1,1,1,254,1,1,1,2,0,13,3.25,6,Hc,0.23103149606299211,0.061,0.061,0.061,baseline,original,Hc,9
1,11,22,1,1,13.23699999999999,19,59,80,30,76,35,15.493999999999987,4.025999999999997,4.7579999999999965,3.903999999999997,20,14,10,10,68,19,14,14,3,0,16,4,6,Hc,0.22785294117647056,0.21189473684210525,0.3398571428571428,0.27885714285714286,baseline,original,Hc,9
1,12,23,1,2,9.576999999999993,15,56,60,54,11,52,10.003999999999992,3.659999999999997,1.8909999999999987,0.122,17,11,5,1,58,11,6,1,4,0.5,18,4.5,6,Hc,0.17248275862068965,0.3327272727272727,0.31516666666666665,0.122,baseline,original,Hc,9
1,12,24,1,1,10.796999999999992,17,53,73,41,80,84,12.19999999999999,3.781999999999997,5.245999999999996,0.5489999999999999,20,10,13,2,61,18,20,2,3,0.5,14,3.5,6,Hc,0.19999999999999998,0.2101111111111111,0.2623,0.27449999999999997,baseline,original,Hc,9
1,13,25,1,1,7.8689999999999936,14,32,79,80,11,84,8.417999999999994,3.3549999999999973,1.3419999999999992,0.7929999999999997,18,10,6,3,36,12,7,3,3,0.5,15,3.75,6,Hc,0.2338333333333333,0.2795833333333333,0.1917142857142857,0.2643333333333333,baseline,original,Hc,9
1,13,26,1,7,5.001999999999996,14,25,17,13,99,18,5.916999999999996,12.62699999999999,0.427,0.8539999999999996,18,18,3,3,29,58,3,3,6,0.5,20,5,6,Hc,0.20403448275862068,0.21770689655172412,0.14233333333333334,0.2846666666666666,baseline,original,Hc,9
1,14,27,1,2,5.7339999999999955,11,33,56,51,49,94,6.648999999999996,0.183,7.685999999999994,3.1719999999999975,16,2,16,10,39,2,32,15,4,0.5,15,3.75,6,Hc,0.17048717948717948,0.0915,0.24018749999999997,0.21146666666666666,baseline,original,Hc,9
1,14,28,1,3,10.308999999999992,10,36,34,26,30,64,12.99299999999999,6.282999999999995,1.8299999999999987,2.744999999999998,15,14,9,9,42,27,9,13,5,0.5,19,4.75,6,Hc,0.3093571428571428,0.23270370370370366,0.20333333333333334,0.2111538461538461,baseline,original,Hc,9
