model,risk,strategy,perf_mean,perf_se,AC_mean,AC_se,RT_mean,RT_se
original,Lc,payoff_oriented,26.6342501815541,0.37589384468395914,0.3082997697129534,0.01029670889151757,23.962356877938454,1.41158957409621
original,Lc,bonus_oriented,30.751129426129427,0.509853720993454,0.4200315425315425,0.010363080226476458,55.779358943834254,0.60197186426005
original,Hc,payoff_oriented,21.389404765317433,0.3287068094594768,0.3082997697129534,0.01029670889151757,23.962356877938454,1.41158957409621
original,Hc,bonus_oriented,25.421422466422467,0.5428949766553165,0.4200315425315425,0.010363080226476458,55.779358943834254,0.60197186426005
adapted,Lc,payoff_oriented,26.62958968772694,0.2440135419964541,0.31176144507510606,0.005721125408946965,21.294392148310678,0.3293432618769218
adapted,Lc,bonus_oriented,30.765132783882784,0.586665066127428,0.4070992317867318,0.013459059337710256,52.46939395655293,0.48048016786281167
adapted,Hc,payoff_oriented,21.389404765317433,0.3287068094594768,0.3082997697129534,0.01029670889151757,23.962356877938454,1.41158957409621
adapted,Hc,bonus_oriented,25.421422466422467,0.5428949766553165,0.4200315425315425,0.010363080226476458,55.779358943834254,0.60197186426005
