model,metric,Lc,Hc,DoD_Hc_minus_Lc,DoD_se
original,AC (bonus - payoff),0.04049366085840545,0.04049366085840545,0,0
original,Performance (bonus - payoff),1.4552808709178675,2.564644134846921,1.1093632639290536,0.2723953329820573
original,RT (bonus - payoff),32.507387544091856,32.507387544091856,0,0
adapted,AC (bonus - payoff),0.04812840736834545,0.04049366085840545,-0.007634746509939998,0.02504886542734027
adapted,Performance (bonus - payoff),1.7959792739080662,2.564644134846921,0.7686648609388549,1.0677461101839545
adapted,RT (bonus - payoff),30.778677477798404,32.507387544091856,1.728710066293452,1.4197809111198658
