model,metric,Lc,Hc,DoD_Hc_minus_Lc
original,AC (bonus - payoff),0.011157626343384859,0.0029792713306645152,-0.008178355012720344
original,Performance (bonus - payoff),1.6559611887940051,1.8091683394005382,0.15320715060653312
original,RT (bonus - payoff),33.383100280443166,33.66450745525217,0.28140717480900435
adapted,AC (bonus - payoff),0.08997730441857762,0.010333665517489063,-0.07964363890108857
adapted,Performance (bonus - payoff),3.714859913263551,0.5620854880413703,-3.152774425222181
adapted,RT (bonus - payoff),35.40055993521643,33.6337762208444,-1.7667837143720249
