model,strategy,combo_id,thres_schema,thres_item_final,risk,run,AC,performance,RT
original,bonus_oriented,1,50,45,Lc,3,0.33928571428571425,28.107142857142854,60.0240000000006
original,bonus_oriented,1,50,45,Lc,4,0.30357142857142855,25.571428571428573,55.44246428571439
original,bonus_oriented,1,50,45,Lc,5,0.5178571428571429,32.714285714285715,55.852035714285854
original,bonus_oriented,1,50,45,Lc,6,0.36666666666666664,28.166666666666668,50.54053333333333
original,bonus_oriented,1,50,45,Lc,7,0.4107142857142858,32.75,54.233357142857166
original,bonus_oriented,1,50,45,Lc,8,0.5892857142857142,34.857142857142854,54.52528571428601
original,bonus_oriented,1,50,45,Lc,9,0.3928571428571429,33.285714285714285,55.39453571428577
original,bonus_oriented,1,50,45,Lc,10,0.4,28.3,47.970399999999984
original,bonus_oriented,1,50,45,Lc,11,0.44642857142857145,33.857142857142854,54.60807142857167
original,bonus_oriented,1,50,45,Lc,12,0.44642857142857145,32.17857142857143,57.494678571429404
original,bonus_oriented,1,50,45,Lc,13,0.40384615384615385,32.26923076923077,63.44469230769266
original,bonus_oriented,1,50,45,Lc,14,0.36666666666666664,26.6,51.81136666666684
original,bonus_oriented,1,50,45,Lc,15,0.44642857142857145,32.035714285714285,53.15060714285713
original,bonus_oriented,1,50,45,Lc,16,0.35714285714285715,24.464285714285715,55.92828571428576
original,bonus_oriented,1,50,45,Lc,17,0.3076923076923077,25.923076923076923,64.81250000000084
original,bonus_oriented,1,50,45,Lc,18,0.44230769230769224,33.42307692307692,62.78542307692371
original,bonus_oriented,1,50,45,Lc,19,0.2884615384615385,26.115384615384617,62.975461538461886
original,bonus_oriented,1,50,45,Lc,20,0.3928571428571429,29.142857142857146,55.62328571428585
original,bonus_oriented,1,50,45,Lc,21,0.40384615384615385,33.5,70.39869230769378
original,bonus_oriented,1,50,45,Lc,22,0.3928571428571429,30.785714285714285,56.1221785714287
original,bonus_oriented,1,50,45,Lc,23,0.35714285714285715,28,57.89989285714294
original,bonus_oriented,1,50,45,Lc,24,0.4821428571428571,32.714285714285715,58.29203571428585
original,bonus_oriented,1,50,45,Lc,25,0.4821428571428571,33.17857142857143,54.24425000000019
original,bonus_oriented,1,50,45,Lc,26,0.5178571428571429,33.67857142857143,52.743214285714316
original,bonus_oriented,1,50,45,Lc,27,0.44642857142857145,33.07142857142857,53.46650000000019
original,bonus_oriented,1,50,45,Lc,28,0.375,28.357142857142858,55.455535714286206
original,bonus_oriented,1,50,45,Lc,29,0.35714285714285715,27.321428571428573,59.607892857143085
original,bonus_oriented,1,50,45,Lc,30,0.5,35.32142857142857,52.70617857142854
original,bonus_oriented,1,50,45,Lc,31,0.3571428571428571,30,58.47939285714338
original,bonus_oriented,1,50,45,Lc,32,0.4821428571428571,32.785714285714285,53.84557142857168
original,bonus_oriented,1,50,45,Lc,33,0.44642857142857145,31.428571428571427,51.76285714285717
original,bonus_oriented,1,50,45,Lc,34,0.4833333333333333,35.4,48.27336666666675
original,bonus_oriented,1,50,45,Lc,35,0.5178571428571429,35,52.26392857142853
original,bonus_oriented,1,50,45,Lc,36,0.30357142857142855,22.714285714285715,54.19850000000023
original,bonus_oriented,1,50,45,Lc,37,0.25,24.928571428571427,58.65367857142895
original,bonus_oriented,1,50,45,Lc,38,0.30357142857142855,24.75,57.91296428571445
original,bonus_oriented,1,50,45,Lc,39,0.3571428571428571,31.46428571428571,55.344428571428836
original,bonus_oriented,1,50,45,Lc,40,0.4666666666666666,31.466666666666665,49.10906666666694
original,bonus_oriented,1,50,45,Lc,41,0.3571428571428571,28,59.058892857143555
original,bonus_oriented,1,50,45,Lc,42,0.5178571428571429,34.67857142857143,56.5731428571429
original,bonus_oriented,1,50,45,Lc,43,0.5,30.178571428571427,56.59274999999996
